Row Labels,Sum of population
14206,21671
14207,52456
14208,18452
14209,4549
14210,18297
14211,56852
14212,19034
14213,51268
14214,44997
14215,85843
14216,39474
14217,51024
14218,31526
14219,30533
14220,36355
14221,111485
14222,38048
14223,21896
14224,82636
14225,87286
14226,21566
14227,39092
14228,53291
14261,13730
14301,7615
14302,264
14303,12863
14304,35326
14305,18410
14411,16443
14414,7882
14415,159
14416,8252
14418,3545
14420,23287
14422,2848
14423,5763
14424,60717
14425,17456
14427,4034
14428,20678
14432,14543
14433,10009
14435,3425
14437,12428
14441,869
14445,17728
14450,50386
14454,23315
14456,43019
14462,1866
14464,20107
14466,4502
14467,18726
14468,46080
14469,10187
14470,12892
14471,5932
14472,15154
14475,506
14476,3632
14477,2585
14478,4233
14479,723
14480,578
14481,1861
14482,21060
14485,4550
14486,505
14487,6677
14489,11417
14502,7950
14504,4671
14505,6332
14506,2667
14507,2845
14510,7584
14511,1130
14512,7966
14513,32344
14514,6380
14516,5168
14517,2804
14519,22855
14521,4471
14522,19676
14525,3715
14526,50538
14527,35665
14529,44
14530,6582
14532,7328
14533,4296
14534,78671
14536,1762
14537,220
14539,176
14541,10746
14542,250
14543,6882
14544,3067
14545,193
14546,4893
14548,4512
14549,213
14550,3309
14551,14779
14555,2067
14559,40060
14560,4465
14561,8533
14564,34984
14568,10186
14569,14112
14571,1129
14572,5933
14580,97863
14585,322
14586,22032
14588,1262
14589,12532
14590,8837
14591,4700
14592,54
14604,2095
14605,31830
14606,71515
14607,26990
14608,26692
14609,97721
14610,23194
14611,18554
14612,38426
14613,14900
14614,3334
14615,27451
14616,57536
14617,57927
14618,38131
14619,41010
14620,42727
14621,79235
14622,20718
14623,59906
14624,99739
14625,23416
14626,81908
14627,6365
14701,87360
14706,10917
14707,604
14708,196
14709,2714
14710,7754
14711,2832
14712,7210
14714,252
14715,3078
14716,6797
14717,376
14718,2504
14719,9435
14720,1153
14721,471
14722,425
14723,1600
14724,6569
14726,5776
14727,6230
14728,2239
14729,2071
14731,1004
14732,565
14733,8629
14735,1483
14736,361
14737,11670
14738,6290
14739,7881
14740,3936
14741,4031
14742,613
14743,5044
14744,4514
14747,3930
14748,926
14750,10033
14752,337
14753,2450
14754,1124
14755,4902
14756,64
14757,7571
14760,42549
14767,3739
14769,1965
14770,3305
14772,7096
14774,413
14775,7069
14777,1484
14778,2657
14779,14058
14781,4621
14782,5386
14783,821
14784,524
14787,8600
14788,425
14801,12193
14802,4675
14803,2045
14804,3277
14805,2345
14806,3548
14807,5165
14808,1265
14809,6662
14810,32526
14812,7699
14813,5178
14814,3066
14815,1265
14816,861
14817,6403
14818,4616
14819,2016
14820,2172
14821,5901
14822,2544
14823,9572
14824,1883
14825,1601
14826,3564
14827,315
14830,42222
14836,2653
14837,3800
14838,5237
14839,2134
14840,8471
14841,1968
14842,1996
14843,28604
14845,45633
14846,2123
14847,2609
14850,75068
14853,2675
14854,30
14855,1968
14856,331
14858,2628
14859,2110
14860,1800
14861,1683
14864,1612
14865,3901
14867,9522
14869,3656
14870,25968
14871,14279
14872,1587
14873,6433
14874,512
14877,465
14878,1538
14879,6293
14880,3405
14881,404
14882,10127
14883,4982
14884,166
14885,1900
14886,14455
14889,3405
14891,10806
14892,22735
14893,11
14894,2491
14895,20086
14897,2077
14898,1747
14901,18201
14903,12682
14904,16668
14905,16288
15001,53008
15003,33010
15004,894
15005,20064
15006,392
15007,858
15009,30593
15010,73805
15012,33965
15014,8489
15015,2581
15017,17560
15018,1727
15019,3630
15020,455
15021,18536
15022,16855
15024,15330
15025,34646
15026,7106
15027,3725
15028,245
15030,3029
15031,890
15033,10768
15034,3912
15035,5618
15037,18256
15038,463
15042,21876
15043,5225
15044,67580
15045,12106
15046,5197
15047,279
15049,670
15050,6540
15051,521
15052,7272
15053,116
15054,992
15055,2183
15056,790
15057,36697
15059,4782
15060,1527
15061,33533
15062,12287
15063,30671
15064,797
15065,19226
15066,27178
15067,2707
15068,104655
15071,15976
15072,261
15074,9441
15075,274
15076,1836
15077,206
15078,1078
15081,805
15082,600
15083,2493
15084,21494
15085,21291
15086,357
15087,151
15088,402
15089,9959
15090,24252
15101,50706
15102,78763
15104,14396
15106,21323
15108,106596
15110,15002
15112,4993
15116,16877
15120,42143
15122,51922
15126,11569
15129,28760
15131,17474
15132,46650
15133,17459
15135,8259
15136,60306
15137,21546
15139,7600
15140,5696
15142,1744
15143,53863
15144,6623
15145,18432
15146,31805
15147,36588
15148,6391
15201,34217
15202,23520
15203,11153
15204,17886
15205,37697
15206,75264
15207,11682
15208,26508
15209,19112
15210,46153
15211,7114
15212,31354
15213,85175
15214,37537
15215,33867
15216,47683
15217,29170
15218,22824
15219,35923
15220,27196
15221,67110
15222,3949
15223,19503
15224,10824
15225,2250
15226,33484
15227,74587
15228,39733
15229,14523
15232,31478
15233,3131
15234,8080
15235,86137
15236,19641
15237,70783
15238,29188
15239,56931
15241,44242
15243,28121
15260,0
15290,0
15301,58698
15310,356
15311,3603
15312,9386
15313,397
15314,6678
15315,2071
15316,155
15317,53786
15320,14896
15321,3870
15322,4274
15323,5716
15324,1345
15325,587
15327,1918
15329,3927
15330,14358
15331,3062
15332,17267
15333,2671
15334,233
15337,1897
15338,2804
15340,2504
15341,1528
15342,2687
15344,3241
15345,2846
15346,471
15347,1235
15348,460
15349,1950
15350,901
15351,2284
15352,1653
15353,108
15357,4467
15358,1521
15359,295
15360,2737
15361,333
15362,2110
15363,1180
15364,1789
15366,190
15367,23615
15368,1042
15370,34005
15376,4595
15377,1176
15378,286
15379,343
15380,1868
15401,84433
15410,1963
15411,669
15412,495
15413,1452
15417,11376
15419,8001
15420,695
15421,226
15422,364
15423,3899
15424,2683
15425,29750
15427,1240
15428,4886
15429,213
15430,531
15431,7546
15432,874
15433,1247
15434,670
15435,911
15436,5811
15437,5801
15438,2368
15440,920
15442,3513
15443,826
15444,1314
15445,2808
15446,519
15447,466
15448,525
15449,224
15450,6439
15451,1570
15454,494
15455,799
15456,6576
15458,6422
15459,3113
15460,273
15461,4806
15462,434
15463,106
15464,3931
15466,1201
15467,372
15468,4973
15469,6560
15470,2011
15472,827
15473,8646
15474,3369
15475,2842
15476,336
15477,1497
15478,8919
15479,4357
15480,2163
15482,1673
15483,876
15484,869
15486,5880
15489,849
15490,1722
15492,222
15501,19110
15502,218
15510,5702
15520,639
15521,4121
15522,8473
15530,8970
15531,8495
15532,357
15533,2985
15534,1063
15535,3644
15536,481
15537,12365
15538,2212
15539,1056
15540,626
15541,7427
15542,3195
15544,571
15545,6286
15546,637
15547,809
15550,3558
15551,1799
15552,6895
15554,6968
15555,246
15557,4473
15558,5369
15559,4438
15560,371
15561,458
15562,511
15563,9066
15564,130
15601,158676
15610,7771
15611,283
15612,1015
15613,9786
15615,1026
15616,60
15617,754
15618,4551
15620,1566
15621,108
15622,2365
15623,1271
15624,875
15625,158
15626,13517
15627,10241
15628,563
15629,1472
15631,2930
15632,19991
15633,516
15634,758
15635,581
15636,10594
15637,4099
15638,168
15639,4742
15640,416
15641,890
15642,109425
15644,39514
15646,603
15647,634
15650,29355
15655,1111
15656,28384
15658,18846
15660,405
15661,848
15662,465
15663,779
15665,1593
15666,25974
15668,28555
15670,9090
15671,889
15672,8630
15673,3293
15675,1608
15676,1189
15677,855
15678,325
15679,8921
15680,155
15681,5011
15683,17309
15684,2302
15686,2696
15687,3258
15688,1358
15689,613
15690,20121
15691,86
15692,1430
15693,304
15695,557
15696,426
15697,4788
15698,2054
15701,72118
15710,299
15711,430
15712,315
15713,774
15714,10460
15715,1364
15716,1455
15717,18474
15721,638
15722,6301
15723,88
15724,1739
15725,2956
15727,422
15728,7817
15729,1093
15730,144
15731,702
15732,4368
15733,281
15734,678
15736,1343
15737,226
15738,421
15739,943
15741,184
15742,2599
15744,227
15745,894
15746,293
15747,5410
15748,18257
15750,644
15752,85
15753,666
15754,662
15756,430
15757,2535
15759,3317
15760,270
15761,292
15762,2204
15764,417
15765,4561
15767,26721
15770,409
15771,1098
15772,4658
15773,538
15774,8066
15775,858
15776,51
15777,374
15778,169
15779,1061
15780,400
15781,200
15783,164
15784,81
15801,53404
15821,334
15823,3765
15824,15040
15825,21767
15827,396
15828,760
15829,2584
15832,221
15834,9925
15840,4267
15841,1024
15845,8058
15846,3803
15847,437
15848,1746
15849,2340
15851,14548
15853,14717
15856,1820
15857,14144
15860,2759
15861,274
15863,517
15864,5040
15865,2776
15866,557
15868,3020
15870,1568
15901,9058
15902,19232
15904,42306
15905,34083
15906,23005
15909,9052
15920,1465
15921,305
15922,394
15923,3732
15924,2642
15925,174
15926,7115
15927,2045
15928,5403
15929,144
15930,385
15931,10243
15934,583
15935,6948
15936,4385
15937,1677
15938,4336
15940,4188
15942,2233
15943,4480
15944,8884
15945,348
15946,7897
15948,1176
15949,1664
15951,1200
15952,3739
15953,128
15954,4057
15955,4350
15956,5867
15957,1251
15958,6085
15960,1170
15961,1597
15962,236
15963,23484
16001,104554
16002,41667
16020,2441
16022,412
16023,11014
16024,338
16025,11618
16027,702
16028,3108
16029,1558
16030,704
16033,8622
16034,4502
16035,281
16036,516
16037,5059
16038,4143
16040,1618
16041,4326
16045,2517
16046,31389
16048,153
16049,7060
16050,3965
16051,8221
16052,5286
16053,8029
16054,1321
16055,10420
16056,5801
16057,15669
16059,20179
16061,5722
16063,16788
16066,56979
16101,58811
16102,14983
16105,33074
16110,711
16111,2987
16112,2605
16113,924
16114,1316
16115,8977
16116,5448
16117,44500
16120,6433
16121,12061
16123,2635
16124,4864
16125,48314
16127,44126
16130,4418
16131,1578
16132,386
16133,2615
16134,11054
16136,457
16137,21353
16140,217
16141,2978
16142,15214
16143,3144
16145,3103
16146,36997
16148,35993
16150,19461
16151,75
16153,6770
16154,6461
16155,251
16156,4027
16157,1706
16159,12758
16160,2293
16161,366
16201,50106
16210,1570
16211,281
16212,732
16213,303
16214,25209
16217,68
16218,1448
16222,4086
16223,339
16224,2500
16226,20121
16228,810
16229,3069
16230,769
16232,7154
16233,745
16235,3395
16236,341
16238,1130
16239,10792
16240,4143
16242,10643
16244,560
16245,327
16246,665
16248,8505
16249,4464
16250,859
16253,101
16254,5590
16255,3296
16256,5551
16258,2228
16259,4004
16260,674
16262,5355
16263,885
16301,26958
16311,1256
16312,61
16313,4072
16314,3446
16316,8381
16317,2913
16319,2206
16321,195
16322,407
16323,35843
16326,810
16327,3477
16328,177
16329,851
16331,139
16332,115
16333,181
16334,240
16335,66300
16340,4722
16341,5553
16342,5978
16343,1005
16344,853
16345,9674
16346,6713
16347,4801
16350,4479
16351,4488
16352,554
16353,7306
16354,23640
16360,1488
16361,108
16362,2430
16364,2261
16365,46992
16370,278
16371,5280
16372,554
16373,6272
16374,3275
16401,18218
16402,1542
16403,14254
16404,8322
16405,2445
16406,7414
16407,13066
16410,3061
16411,2423
16412,11535
16415,10856
16416,537
16417,21223
16420,1776
16421,5510
16422,646
16423,7794
16424,12679
16426,10235
16427,401
16428,26471
16433,11709
16434,6704
16435,3362
16436,1252
16438,17831
16440,666
16441,21272
16442,8156
16443,2400
16444,3978
16501,2999
16502,36846
16503,36688
16504,35796
16505,46738
16506,51902
16507,24540
16508,17878
16509,42012
16510,14386
16511,13400
16546,3087
16563,1365
16601,94037
16602,32720
16611,5608
16613,3139
16616,119
16617,5928
16619,717
16620,668
16621,2031
16622,394
16623,1561
16624,438
16625,6069
16627,2681
16630,13711
16631,98
16633,217
16634,392
16635,22770
16636,887
16637,3086
16638,178
16639,3895
16640,2139
16641,5855
16645,288
16646,4394
16647,1932
16648,16363
16650,2135
16651,11224
16652,45579
16655,3379
16656,2111
16657,3417
16659,342
16661,1081
16662,7470
16664,3510
16665,671
16666,6291
16667,1731
16668,5743
16669,6033
16670,123
16671,1178
16672,345
16673,9049
16674,1440
16677,1080
16678,6197
16679,902
16680,1111
16682,246
16683,790
16685,637
16686,29422
16689,1014
16691,216
16692,915
16693,9013
16694,264
16695,3150
16699,1961
16701,29882
16720,2941
16724,394
16725,459
16726,916
16727,398
16728,23
16729,1766
16730,308
16731,8011
16732,491
16733,482
16734,778
16735,16804
16738,4551
16740,1659
16743,4686
16744,948
16745,1337
16746,2146
16748,7571
16749,11685
16750,726
16801,69605
16802,18563
16803,40199
16820,2781
16821,527
16822,2544
16823,70211
16825,500
16826,1713
16827,6065
16828,11925
16829,1483
16830,23993
16832,744
16833,13445
16834,672
16835,520
16836,1295
16837,321
16838,4168
16839,794
16840,796
16841,16052
16843,1354
16844,7204
16845,2739
16847,208
16848,491
16849,520
16851,908
16852,572
16853,621
16854,1015
16855,729
16858,9530
16859,1352
16860,1169
16861,827
16863,1244
16865,3752
16866,26528
16868,845
16870,8109
16871,100
16872,1085
16874,2968
16875,8970
16876,829
16877,2883
16878,2853
16879,1129
16881,3629
16882,213
16901,20983
16911,855
16912,2799
16914,6218
16915,16045
16917,2548
16920,4234
16921,1180
16922,5378
16923,1567
16925,8063
16926,1325
16927,1681
16928,2411
16929,3820
16930,2152
16932,902
16933,13308
16935,3283
16936,2510
16937,379
16938,1623
16939,810
16940,516
16941,86
16942,2288
16943,910
16946,5242
16947,10296
16948,1891
16950,4115
17002,2080
17003,23217
17004,10382
17005,891
17006,2079
17007,11998
17009,5376
17010,132
17011,71041
17013,45402
17015,53443
17016,1234
17017,4855
17018,6472
17019,19642
17020,4950
17021,1934
17022,65033
17023,7632
17024,5215
17025,29992
17026,9958
17027,3629
17028,7807
17029,974
17030,1809
17032,9535
17033,29965
17034,5360
17035,555
17036,34049
17037,2266
17038,13940
17039,83
17040,1217
17041,562
17042,58305
17043,7107
17044,56197
17045,8722
17046,50583
17047,5561
17048,10366
17049,6424
17050,82356
17051,10533
17052,2796
17053,12343
17055,40791
17056,287
17057,26382
17058,3319
17059,15973
17060,3583
17061,15071
17062,1927
17063,3817
17064,1021
17065,6587
17066,11366
17067,30837
17068,8993
17069,217
17070,24671
17071,142
17072,421
17073,14234
17074,12868
17075,195
17076,132
17077,90
17078,20715
17080,662
17081,609
17082,9469
17083,177
17084,5353
17086,6663
17087,5911
17088,2223
17090,7597
17093,1760
17094,4864
17097,2551
17098,4554
17099,1514
17101,5849
17102,11778
17103,23329
17104,32494
17109,63373
17110,64912
17111,68130
17112,51931
17113,17472
17120,0
17201,17412
17202,62673
17210,227
17211,778
17212,1522
17213,1063
17214,2841
17215,210
17217,328
17219,867
17220,1422
17221,1807
17222,18671
17223,570
17224,1849
17225,48795
17228,2016
17229,2099
17233,10785
17235,1411
17236,17877
17237,2157
17238,2071
17239,456
17240,5614
17241,19265
17243,2869
17244,5233
17246,327
17247,812
17249,774
17250,108
17251,344
17252,9629
17253,715
17254,206
17255,1127
17256,198
17257,47122
17260,1945
17261,512
17262,3832
17263,988
17264,5691
17265,1001
17266,1546
17267,1536
17268,45234
17270,252
17271,704
17272,770
17301,6660
17302,8151
17304,6833
17306,207
17307,12250
17309,4525
17311,667
17313,26927
17314,15744
17315,71084
17316,17770
17317,1268
17318,583
17319,23003
17320,9467
17321,5938
17322,9584
17324,5297
17325,28244
17327,16450
17329,6167
17331,59007
17339,18669
17340,28865
17343,450
17344,9895
17345,16201
17347,13248
17349,15902
17350,28090
17352,2755
17353,8494
17355,556
17356,46234
17360,15723
17361,9606
17362,19965
17363,24353
17364,4676
17365,4477
17366,14801
17368,15523
17370,15205
17371,449
17372,4202
17401,43894
17402,58667
17403,109761
17404,41229
17406,47106
17407,1719
17408,46836
17501,4605
17502,5242
17505,3724
17507,161
17508,732
17509,12827
17512,47771
17516,2383
17517,34162
17518,1608
17519,14223
17520,7988
17522,88221
17527,12420
17529,7570
17532,8942
17535,6667
17536,4531
17538,12330
17540,12915
17543,48645
17545,43413
17547,12445
17550,2066
17551,24107
17552,43627
17554,17000
17555,12350
17557,21469
17560,13823
17562,11778
17563,9842
17565,6955
17566,32042
17569,9086
17570,478
17572,5984
17576,226
17578,16046
17579,9661
17581,2553
17582,5569
17584,24450
17601,58901
17602,113598
17603,151141
17606,185
17701,33704
17702,23461
17721,3892
17723,43
17724,14924
17727,159
17728,12845
17729,178
17730,719
17731,465
17737,13663
17739,43
17740,15652
17742,97
17744,8333
17745,40801
17747,3753
17748,773
17749,519
17750,382
17751,16084
17752,9844
17754,34037
17756,33592
17758,2003
17760,1390
17762,1083
17763,687
17764,1096
17765,1851
17767,236
17768,1026
17771,7195
17772,6643
17774,3360
17776,754
17777,7994
17778,167
17779,272
17801,43194
17810,7499
17812,3990
17813,4413
17814,5376
17815,39193
17820,14388
17821,40696
17822,0
17823,2830
17824,4704
17827,1712
17829,633
17830,4152
17832,1335
17834,7668
17835,473
17836,569
17837,52975
17840,1105
17841,7897
17842,23523
17844,17603
17845,2450
17846,6019
17847,24340
17850,1042
17851,20991
17853,8401
17855,2077
17856,7268
17857,16295
17859,3761
17860,2270
17861,238
17862,1000
17864,3844
17865,144
17866,15910
17867,159
17868,2316
17870,38569
17872,10535
17876,3772
17878,4231
17880,191
17881,3420
17884,200
17885,225
17886,1863
17887,2956
17888,346
17889,6794
17901,27519
17920,802
17921,9280
17922,5930
17923,951
17925,779
17929,1617
17930,752
17931,19747
17933,232
17934,752
17935,3658
17936,1606
17938,4069
17941,2153
17943,370
17944,464
17945,395
17946,440
17948,13068
17949,486
17951,706
17952,469
17953,984
17954,5064
17957,377
17959,726
17960,6087
17961,15107
17963,19220
17964,872
17965,5631
17967,6689
17968,852
17970,7046
17972,25559
17974,782
17976,18922
17978,245
17979,357
17980,8745
17981,5855
17982,718
17983,4087
17985,2604
18011,14388
18013,14574
18014,29871
18015,58508
18016,0
18017,76138
18018,82822
18020,36092
18030,1673
18031,12033
18032,15302
18034,18877
18035,546
18036,33734
18037,18228
18038,6672
18040,41835
18041,10855
18042,115557
18045,47077
18046,33
18049,37325
18051,7547
18052,29508
18053,4977
18054,5526
18055,24209
18056,1129
18058,6200
18059,3340
18062,39220
18063,1165
18064,51392
18066,12611
18067,29243
18068,39
18069,21840
18070,884
18071,16401
18072,14628
18073,21132
18074,11247
18076,7167
18077,2883
18078,19833
18079,488
18080,19680
18081,953
18083,1144
18085,2983
18086,988
18087,1578
18088,18728
18091,9155
18092,3496
18101,6520
18102,129151
18103,71808
18104,84955
18105,32
18106,15009
18109,43106
18195,0
18201,58272
18202,31402
18210,22041
18211,704
18212,142
18214,5527
18216,2779
18218,2563
18219,3062
18220,712
18221,403
18222,15790
18223,138
18224,13058
18225,124
18229,18350
18230,230
18231,887
18232,10360
18234,1069
18235,23033
18237,8059
18239,402
18240,8046
18241,1365
18242,361
18244,1089
18245,921
18246,308
18248,1652
18249,6824
18250,6708
18251,36
18252,28439
18254,2381
18255,9145
18256,915
18301,50514
18302,17429
18321,1983
18322,5980
18323,348
18324,6671
18325,5358
18326,6459
18327,1213
18328,13158
18330,11096
18331,1405
18332,8631
18333,1890
18334,9052
18335,1723
18336,11200
18337,32865
18340,176
18342,861
18343,10778
18344,9325
18346,6691
18347,5828
18349,280
18350,2182
18351,1171
18352,2934
18353,34461
18354,2491
18355,2437
18356,329
18357,227
18360,43483
18370,1756
18371,1103
18372,5577
18403,18493
18405,5755
18407,28696
18411,56788
18413,188
18414,11625
18415,3313
18417,2462
18419,7462
18420,125
18421,10253
18424,12860
18425,1596
18426,11916
18427,88
18428,18439
18430,58
18431,14301
18433,4291
18434,6749
18435,1756
18436,8170
18437,250
18438,3153
18439,512
18441,742
18443,1248
18444,27830
18445,2398
18446,9818
18447,26677
18451,938
18452,13193
18453,1854
18454,131
18455,216
18456,888
18457,175
18458,6149
18459,111
18460,227
18461,917
18462,1127
18463,520
18464,1997
18465,2985
18466,28283
18469,797
18470,4809
18471,1122
18472,15179
18473,855
18503,2774
18504,60157
18505,54258
18507,7758
18508,26607
18509,28661
18510,29773
18512,20567
18517,5500
18518,14399
18519,5960
18602,535
18603,52551
18610,5900
18612,39260
18614,5140
18615,4858
18616,1956
18617,4269
18618,4857
18619,323
18621,10578
18622,672
18623,6191
18624,841
18625,1350
18626,1319
18628,314
18629,2924
18630,9316
18631,3523
18632,1081
18634,35255
18635,8226
18636,3142
18640,27849
18641,18174
18642,4868
18643,29603
18644,20340
18651,14472
18653,354
18655,16892
18656,5660
18657,13395
18660,3617
18661,5967
18701,7755
18702,60915
18704,50443
18705,25234
18706,42467
18707,33038
18708,19462
18709,5109
18801,21784
18810,10183
18812,1905
18814,262
18816,281
18817,670
18818,841
18821,2449
18822,9674
18823,319
18824,3700
18825,177
18826,3798
18828,547
18829,1057
18830,2031
18831,1806
18832,4990
18833,2169
18834,10004
18837,3448
18840,28770
18842,575
18843,623
18844,4903
18845,487
18846,965
18847,9023
18848,16551
18850,2651
18851,1709
18853,11898
18854,1695
18901,71615
18902,43685
18912,102
18913,420
18914,25920
18915,1729
18917,3437
18920,771
18923,1970
18925,12493
18929,5782
18930,6387
18932,626
18935,96
18936,10
18938,39014
18940,74050
18942,7170
18944,31992
18947,14325
18950,442
18951,39818
18954,16028
18955,2865
18960,34099
18962,1325
18964,21897
18966,27591
18969,33780
18970,1385
18972,4342
18974,61214
18976,40359
18977,11539
18980,1143
19001,37339
19002,87819
19003,33752
19004,24569
19006,13290
19007,33926
19008,33699
19009,2233
19010,23531
19012,3829
19013,60858
19014,46079
19015,36110
19017,900
19018,38217
19020,155670
19021,21608
19022,6415
19023,37561
19025,12254
19026,82184
19027,41583
19029,6306
19030,31290
19031,10623
19032,7716
19033,15852
19034,6630
19035,10320
19036,33581
19038,37691
19040,40746
19041,12841
19043,5602
19044,17226
19046,37768
19047,60360
19050,59088
19053,46637
19054,37580
19055,37024
19056,17891
19057,20130
19060,12626
19061,45570
19063,55242
19064,41728
19066,12654
19067,61376
19070,19747
19072,21283
19073,30332
19074,15887
19075,16440
19076,7900
19078,24642
19079,24254
19081,16981
19082,108829
19083,77816
19085,9677
19086,18240
19087,68025
19090,30431
19094,11623
19095,4878
19096,30170
19102,9666
19103,44434
19104,118685
19106,24172
19107,27034
19109,0
19111,94581
19112,32
19113,250
19114,50388
19115,35939
19116,87739
19118,26017
19119,71751
19120,143267
19121,58324
19122,58744
19123,26663
19124,150321
19125,41122
19126,16739
19127,15173
19128,76129
19129,29595
19130,66853
19131,25941
19132,60782
19133,57076
19134,124278
19135,90229
19136,72704
19137,18351
19138,83928
19139,54648
19140,115197
19141,87706
19142,20997
19143,64992
19144,98128
19145,132863
19146,57962
19147,57253
19148,137178
19149,70898
19150,48316
19151,13820
19152,20621
19153,9031
19154,40576
19301,10513
19310,7048
19311,13800
19312,31176
19316,275
19317,9797
19319,2005
19320,88587
19330,14560
19333,15125
19335,50542
19341,32484
19342,37566
19343,18086
19344,26217
19345,1805
19348,57127
19350,18721
19352,10686
19355,56185
19358,1039
19362,2532
19363,18610
19365,19018
19367,456
19372,3795
19373,11800
19374,3164
19375,221
19380,106000
19382,114835
19383,4664
19390,22395
19401,109489
19403,77852
19405,8704
19406,58557
19422,31048
19425,35645
19426,49581
19428,28714
19435,227
19436,1497
19437,1561
19438,54838
19440,48475
19442,118
19444,17650
19446,151529
19453,2547
19454,31595
19456,797
19457,66
19460,84428
19462,31636
19464,118098
19465,45303
19468,20990
19472,191
19473,42412
19474,1589
19475,18544
19477,237
19492,782
19501,2245
19503,2715
19504,5687
19505,7013
19506,11877
19507,5545
19508,24902
19510,12227
19511,348
19512,34041
19518,16250
19519,261
19520,7795
19522,15434
19523,555
19525,23312
19526,28886
19529,3917
19530,41857
19533,8169
19534,4220
19535,51
19536,811
19538,107
19539,12792
19540,31862
19541,2733
19542,166
19543,13313
19544,510
19545,990
19547,4954
19549,894
19550,987
19551,8735
19554,603
19555,7509
19559,797
19560,12893
19562,6687
19564,249
19565,9643
19567,14104
19601,83460
19602,39390
19604,34511
19605,31133
19606,38567
19607,60272
19608,57908
19609,16865
19610,32356
19611,18705
19701,62112
19702,88753
19703,38830
19706,3833
19707,16451
19709,92976
19710,109
19711,80449
19713,81180
19716,2449
19717,8732
19720,127663
19730,960
19731,561
19732,49
19733,227
19734,23570
19735,14
19736,50
19801,31795
19802,37907
19803,22119
19804,46417
19805,108909
19806,21057
19807,7842
19808,101276
19809,17485
19810,69457
19901,73850
19902,722
19904,53812
19930,6803
19931,320
19933,15681
19934,20420
19936,646
19938,17993
19939,6184
19940,14552
19941,4089
19943,24635
19944,503
19945,11639
19946,9023
19947,49422
19950,14517
19951,4427
19952,27661
19953,11188
19954,2517
19955,97
19956,26595
19958,43452
19960,13399
19962,21503
19963,49452
19964,2111
19966,52592
19967,597
19968,16400
19970,9919
19971,21548
19973,51795
19975,18113
19977,29333
19979,1367
20001,50189
20002,113378
20003,51168
20004,2599
20005,25507
20006,6626
20007,56556
20008,38001
20009,59226
20010,62095
20011,40490
20012,14896
20015,30888
20016,54852
20017,15681
20018,34843
20019,90891
20020,104365
20024,24725
20032,71789
20036,12070
20037,40062
20045,0
20052,761
20053,0
20057,1624
20064,3251
20105,8293
20106,11383
20109,63695
20110,118420
20111,32526
20112,56111
20115,15884
20117,3116
20118,9
20119,4974
20120,48815
20121,43027
20124,31153
20129,1670
20130,484
20132,26050
20135,7834
20136,63561
20137,2470
20139,249
20141,15696
20143,2131
20144,479
20147,116148
20148,60849
20151,34302
20152,57559
20155,46428
20158,6387
20164,44742
20165,72175
20166,14670
20169,11170
20170,30810
20171,98958
20175,45309
20176,55541
20180,7522
20181,12572
20184,1775
20186,26592
20187,39626
20190,47105
20191,74152
20194,26685
20197,2004
20198,4082
20202,0
20204,0
20228,0
20230,0
20240,0
20245,0
20260,0
20307,254
20317,2193
20319,241
20373,203
20390,1044
20405,0
20418,0
20427,0
20506,0
20510,0
20520,0
20535,15
20540,0
20551,0
20553,0
20560,0
20565,0
20566,0
20593,0
20601,51781
20602,54486
20603,50277
20606,940
20607,20184
20608,2538
20609,3047
20611,1120
20612,521
20613,19635
20615,739
20616,12884
20617,1717
20618,1362
20619,22704
20620,2972
20621,3561
20622,10474
20623,5423
20624,2082
20625,2200
20626,793
20628,1020
20629,959
20630,358
20632,696
20634,15820
20636,26697
20637,12194
20639,38001
20640,28854
20645,2022
20646,30160
20650,22066
20653,51019
20657,36981
20658,2279
20659,50166
20660,269
20662,7540
20664,2686
20667,1389
20670,469
20674,2267
20675,1290
20676,10298
20677,4757
20678,30342
20680,1385
20684,2994
20685,14349
20686,3783
20687,526
20688,1827
20689,2773
20690,1145
20692,2773
20693,2347
20695,17702
20701,4
20705,31847
20706,44549
20707,58184
20708,27764
20710,15698
20711,13611
20712,25099
20714,9336
20715,71640
20716,32851
20720,46816
20721,70919
20722,5818
20723,50535
20724,26191
20732,11860
20733,7231
20735,75188
20736,18198
20737,24804
20740,31177
20742,13939
20743,62152
20744,114860
20745,46854
20746,81932
20747,88841
20748,65153
20751,3870
20754,8470
20755,20521
20758,384
20759,3851
20762,4729
20763,5613
20764,2393
20765,895
20769,11387
20770,44083
20772,94236
20774,72771
20776,3660
20777,4255
20778,4252
20779,3028
20781,18262
20782,31691
20783,115866
20784,62664
20785,56082
20794,24194
20812,664
20814,46393
20815,62978
20816,36409
20817,66773
20818,4966
20832,62904
20833,20988
20837,6515
20838,275
20839,461
20841,12939
20842,4793
20850,103963
20851,38128
20852,109545
20853,64329
20854,105853
20855,16709
20860,2481
20861,3874
20862,703
20866,16418
20868,470
20871,36059
20872,32713
20874,68070
20876,69538
20877,58527
20878,142485
20879,39632
20880,548
20882,24584
20886,40547
20895,40357
20896,1469
20899,386
20901,59898
20902,137490
20903,27619
20904,126713
20905,47097
20906,101700
20910,97903
20912,38505
21001,45831
21005,4192
21009,49217
21010,234
21012,33466
21013,9982
21014,76902
21015,74791
21017,8516
21028,9722
21029,29227
21030,26778
21031,12
21032,18928
21034,5882
21035,8791
21036,2492
21037,52789
