Row Labels,Sum of population
56295,417
56296,3405
56297,1872
56301,16803
56303,32015
56304,35828
56307,5850
56308,62896
56309,3125
56310,14069
56311,2083
56312,2844
56313,280
56314,1959
56315,3111
56316,3508
56318,2541
56319,3309
56320,17505
56321,2536
56323,863
56324,2975
56325,598
56326,2652
56327,968
56328,322
56329,20337
56330,4378
56331,5600
56332,1582
56334,11616
56335,537
56336,3216
56338,3601
56339,2299
56340,6118
56342,7018
56343,2458
56345,22099
56347,4266
56349,1888
56350,665
56352,12238
56353,22552
56354,1651
56355,374
56356,184
56357,2755
56358,3751
56359,4548
56360,6441
56361,5492
56362,9642
56363,337
56364,8742
56367,10326
56368,11270
56369,1176
56371,253
56373,6618
56374,25262
56375,2232
56376,927
56377,47032
56378,12934
56379,24015
56381,4245
56382,3850
56384,878
56385,1957
56386,777
56387,17317
56389,128
56401,78692
56425,15803
56431,18974
56433,5069
56434,155
56435,3019
56436,43
56437,2912
56438,3385
56440,2853
56441,8190
56442,2348
56443,3063
56444,8058
56446,2833
56447,1903
56448,728
56449,3717
56450,2153
56452,3898
56453,2223
56455,3893
56456,77
56458,803
56461,7228
56464,8692
56465,3312
56466,8520
56467,5103
56468,7377
56469,2127
56470,27794
56472,16626
56473,7222
56474,4969
56475,4495
56477,7053
56479,14589
56481,4166
56482,10940
56484,6845
56501,43691
56510,2486
56511,4034
56514,5798
56515,4548
56516,342
56517,436
56518,1034
56519,466
56520,8796
56521,830
56522,349
56523,1446
56524,775
56525,298
56527,996
56528,3705
56529,10206
56531,5368
56533,592
56534,1338
56535,3623
56536,793
56537,24202
56540,5269
56541,43
56542,4879
56543,583
56544,14559
56545,1502
56546,946
56547,3002
56548,846
56549,9913
56550,725
56551,4812
56552,441
56553,777
56554,6740
56556,1295
56557,1839
56560,110223
56565,234
56566,1758
56567,7301
56568,166
56569,3593
56570,2185
56571,2841
56572,14428
56573,6163
56574,525
56575,2097
56576,1600
56577,56
56578,1113
56579,2556
56580,1968
56581,737
56583,288
56584,1769
56585,2375
56586,3871
56587,2190
56588,1551
56589,1241
56590,775
56591,343
56592,1211
56593,22
56594,721
56601,69714
56621,7862
56623,4935
56626,972
56627,652
56628,1886
56629,232
56630,2592
56633,7396
56634,4430
56636,13589
56637,612
56639,1251
56641,178
56644,1359
56646,769
56647,1870
56649,26006
56650,1180
56651,909
56652,640
56653,2897
56654,172
56655,2964
56657,665
56658,11
56659,33
56660,602
56661,1394
56662,549
56663,239
56666,2235
56667,679
56668,345
56669,785
56670,3082
56671,8205
56672,4713
56673,1724
56676,4308
56678,2524
56680,132
56681,365
56683,1152
56684,349
56685,251
56686,1686
56687,130
56688,262
56701,34597
56710,1077
56711,200
56713,1177
56714,1234
56715,747
56716,19770
56720,151
56721,20714
56722,839
56723,2579
56724,195
56725,2106
56726,4003
56727,1357
56728,2959
56729,380
56731,158
56732,1214
56733,1083
56734,964
56735,960
56736,1565
56737,2351
56738,1585
56741,25
56742,2294
56744,670
56748,1303
56750,2947
56751,12476
56754,862
56755,266
56756,1673
56757,1593
56758,265
56759,795
56760,942
56761,1018
56762,3146
56763,11122
57001,4294
57002,2330
57003,3723
57004,8960
57005,10360
57006,64551
57010,1311
57012,2970
57013,5405
57014,2223
57015,1670
57016,1493
57017,3423
57018,2371
57020,4171
57021,749
57022,12910
57024,1150
57025,3150
57026,1020
57027,243
57028,5717
57029,5260
57030,7584
57031,1481
57032,8701
57033,7475
57034,1553
57035,2707
57036,1711
57037,1106
57038,2614
57039,1653
57040,642
57041,102
57042,18819
57043,2198
57045,2184
57046,1655
57047,435
57048,692
57049,9736
57050,518
57051,204
57052,1187
57053,1929
57054,567
57055,1384
57057,109
57058,5005
57059,3019
57061,216
57062,4588
57063,1136
57064,8859
57065,1083
57066,3879
57067,636
57068,4022
57069,19700
57070,1693
57071,2313
57072,1327
57073,1228
57075,2479
57076,639
57077,3387
57078,21688
57103,72569
57104,51726
57105,38586
57106,67234
57107,20818
57108,46107
57110,24698
57117,43
57197,1853
57201,52481
57212,3541
57213,1068
57214,33
57216,1218
57217,253
57218,686
57219,1569
57220,1312
57221,1018
57223,2816
57224,306
57225,3995
57226,2109
57227,563
57231,3567
57232,730
57233,188
57234,940
57235,1010
57236,261
57237,1003
57238,1094
57239,572
57241,1747
57242,1140
57243,1647
57245,275
57246,365
57247,638
57248,2782
57249,2074
57251,282
57252,12061
57255,791
57256,331
57257,563
57258,855
57259,914
57260,1272
57261,480
57262,11163
57263,1238
57264,233
57265,496
57266,1007
57268,690
57269,807
57270,1375
57271,633
57272,359
57273,3538
57274,3089
57276,2462
57278,1585
57279,1733
57301,37937
57311,4229
57312,288
57313,1894
57314,1147
57315,1133
57317,1128
57319,1121
57321,888
57322,310
57323,458
57324,989
57325,5037
57328,3076
57329,653
57330,1647
57331,510
57332,1892
57334,2087
57335,444
57337,313
57339,3784
57340,624
57341,167
57342,944
57344,379
57345,2696
57346,177
57348,1135
57349,1786
57350,29189
57353,1820
57355,2178
57356,3233
57358,37
57359,1432
57361,244
57362,5633
57363,2154
57364,115
57365,1113
57366,4820
57367,326
57368,3187
57369,1347
57370,1734
57371,498
57373,770
57374,372
57375,1741
57376,2124
57379,232
57380,2014
57381,1086
57382,4109
57383,1609
57384,1274
57385,2612
57386,540
57401,65012
57420,200
57421,185
57422,356
57424,631
57426,110
57427,1519
57428,814
57429,191
57430,6168
57432,989
57433,351
57434,936
57435,537
57436,413
57437,1512
57438,3530
57439,33
57440,1599
57441,1544
57442,2954
57445,5346
57446,1256
57448,535
57449,247
57450,1618
57451,3725
57452,603
57454,584
57455,207
57456,1488
57457,247
57460,850
57461,490
57465,211
57466,137
57467,438
57468,282
57469,8353
57470,144
57471,389
57472,2154
57473,255
57474,308
57475,333
57476,694
57477,247
57479,766
57481,1317
57501,34248
57520,250
57521,159
57522,929
57523,3025
57528,1848
57529,677
57531,583
57532,6174
57533,2969
57534,406
57536,991
57537,89
57538,822
57540,284
57541,378
57543,1398
57544,1119
57547,226
57548,1636
57551,4765
57552,1382
57553,430
57555,10389
57559,1630
57560,950
57562,104
57563,484
57564,1694
57566,2776
57567,1985
57568,1401
57569,1148
57570,3643
57571,21
57572,5168
57574,277
57576,343
57577,2734
57579,2086
57580,9474
57584,154
57585,242
57601,10958
57620,590
57621,654
57622,882
57623,1232
57625,9490
57626,1210
57630,42
57631,630
57632,1047
57633,668
57634,193
57636,170
57638,2278
57639,445
57640,459
57641,598
57642,5036
57644,688
57645,345
57646,461
57648,587
57649,359
57650,36
57651,188
57652,416
57656,475
57657,472
57658,709
57660,264
57661,100
57701,96150
57702,87245
57703,38441
57706,6375
57714,1873
57716,636
57717,17313
57718,13881
57719,16703
57720,397
57722,625
57724,426
57725,350
57730,13852
57732,1352
57735,3518
57738,354
57741,112
57744,4675
57745,3408
57747,15893
57748,223
57750,586
57751,2267
57752,5831
57754,2427
57755,249
57756,2430
57758,441
57759,297
57760,2810
57761,3246
57762,631
57763,341
57764,4023
57766,492
57767,403
57769,4190
57770,8309
57772,2610
57773,227
57775,599
57776,43
57779,913
57780,54
57782,156
57783,31218
57785,20176
57787,583
57788,569
57790,1955
57791,517
57792,343
57793,2327
57794,739
57799,1214
58001,119
58002,64
58004,488
58005,1345
58006,898
58007,139
58008,478
58009,226
58011,892
58012,6347
58013,171
58015,592
58016,229
58017,420
58018,658
58021,949
58027,2413
58029,221
58030,1753
58031,656
58032,1296
58033,598
58035,459
58036,708
58038,528
58040,550
58041,2467
58042,2192
58043,92
58045,6119
58046,1553
58047,5221
58048,934
58049,663
58051,3010
58052,683
58053,2330
58054,6691
58056,341
58057,169
58058,121
58059,3201
58060,2867
58061,736
58062,387
58063,869
58064,1205
58065,39
58067,385
58068,664
58069,475
58071,1115
58072,21881
58075,25406
58076,665
58077,1650
58078,56319
58079,410
58081,1303
58102,33886
58103,127687
58104,19947
58105,6148
58201,91351
58202,2904
58203,28409
58204,3685
58205,682
58210,665
58212,573
58214,613
58216,262
58218,1465
58219,121
58220,5267
58222,303
58223,563
58224,61
58225,2355
58227,610
58228,1896
58229,297
58230,746
58231,1048
58233,584
58235,1067
58237,11817
58238,300
58239,79
58240,2042
58241,196
58243,1156
58244,113
58249,5465
58250,401
58251,5348
58254,654
58256,1022
58257,2584
58258,436
58259,1027
58260,439
58261,2814
58262,276
58265,599
58266,572
58267,1682
58269,439
58270,3148
58271,1395
58272,841
58273,295
58274,2576
58275,1609
58276,571
58277,612
58278,5026
58281,330
58282,3864
58301,20200
58311,134
58316,17434
58317,585
58318,5984
58321,281
58323,122
58324,3670
58325,151
58327,1063
58329,7490
58330,781
58331,205
58332,502
58335,1863
58338,214
58339,102
58341,2763
58343,217
58344,2544
58345,356
58346,1503
58348,1533
58351,817
58352,879
58353,314
58355,189
58356,4624
58357,641
58361,414
58362,136
58363,144
58365,644
58366,524
58367,3696
58368,10434
58369,3413
58370,1554
58372,285
58374,1366
58377,857
58379,807
58380,968
58381,708
58382,113
58384,876
58385,330
58386,282
58401,38063
58402,165
58405,421
58413,1346
58415,315
58416,1173
58418,907
58420,228
58421,7256
58422,308
58423,222
58424,479
58425,3546
58426,327
58428,285
58429,389
58430,231
58431,283
58433,2445
58436,3268
58438,1671
58439,507
58440,364
58441,1092
58442,813
58443,297
58444,509
58445,446
58448,931
58451,197
58452,53
58454,787
58455,310
58456,878
58458,1709
58460,392
58461,1107
58463,670
58464,368
58466,804
58467,1359
58472,444
58474,1378
58475,229
58476,631
58477,322
58478,344
58479,397
58480,568
58481,718
58482,1653
58483,710
58484,110
58486,556
58487,554
58488,568
58490,454
58492,804
58494,549
58495,2750
58496,292
58497,560
58501,28929
58503,30131
58504,28192
58505,1
58520,730
58521,1725
58523,6319
58524,189
58528,1354
58529,774
58530,3114
58531,346
58532,636
58533,2482
58535,951
58538,6563
58540,3796
58541,759
58542,874
58544,1144
58545,5121
58549,461
58552,3918
58554,59437
58558,2018
58559,382
58560,433
58561,1814
58562,859
58563,2284
58564,246
58565,277
58566,193
58568,1367
58569,155
58570,1072
58571,1572
58572,696
58573,847
58575,1379
58576,2621
58577,4297
58579,1888
58580,333
58581,261
58601,34570
58620,348
58621,1889
58622,1708
58623,5012
58625,304
58626,312
58627,225
58630,890
58631,2632
58632,307
58634,249
58636,1520
58638,2207
58639,5209
58640,3600
58641,86
58642,232
58643,309
58645,545
58646,1801
58647,2307
58649,688
58650,674
58651,628
58652,1702
58653,1239
58654,628
58655,601
58656,790
58701,49751
58702,0
58703,21851
58704,10132
58705,1149
58707,1189
58710,1041
58711,465
58712,337
58713,79
58716,334
58718,2328
58721,1191
58722,3307
58723,486
58725,569
58727,455
58730,2739
58731,814
58733,236
58734,257
58735,574
58736,213
58737,287
58740,1293
58741,1189
58744,157
58746,2687
58748,300
58750,1409
58752,241
58755,350
58756,188
58757,1804
58758,390
58759,1770
58760,678
58761,2937
58762,708
58763,7147
58765,669
58768,613
58769,481
58770,2051
58771,1247
58772,356
58773,1785
58775,472
58776,531
58778,140
58779,918
58781,1523
58782,897
58783,744
58784,5762
58785,2766
58787,236
58788,2569
58789,506
58790,3364
58792,371
58793,1513
58794,171
58795,506
58801,47353
58830,352
58831,564
58833,136
58835,203
58838,533
58843,464
58844,161
58845,989
58847,616
58849,1732
58852,2097
58853,472
58854,4243
58856,342
59001,4426
59002,441
59003,1912
59006,1605
59007,228
59008,1048
59010,126
59011,6310
59012,285
59013,131
59014,2545
59015,1191
59016,1657
59018,1263
59019,4326
59020,213
59022,5458
59024,222
59025,147
59026,512
59027,1767
59028,566
59029,1200
59030,2602
59031,193
59032,655
59033,886
59034,13614
59035,483
59036,4201
59037,3691
59038,779
59039,45
59041,4431
59043,3899
59044,22145
59046,616
59047,26132
59050,4446
59052,322
59053,466
59054,852
59055,94
59057,1148
59058,96
59059,364
59061,331
59062,89
59063,4510
59064,585
59065,398
59066,717
59067,564
59068,4300
59069,1273
59070,1975
59071,230
59072,10852
59074,792
59075,312
59076,76
59077,164
59078,311
59079,5816
59081,21
59082,57
59085,209
59086,1282
59087,1118
59088,3786
59089,1055
59101,89261
59102,98875
59105,67487
59106,27103
59201,10495
59211,343
59212,989
59213,2117
59214,259
59215,757
59217,269
59218,1957
59219,115
59221,2544
59222,589
59223,913
59225,618
59226,711
59230,11999
59231,529
59240,45
59241,554
59242,168
59243,931
59244,168
59247,553
59248,892
59250,131
59252,229
59253,146
59254,4102
59255,5432
59256,157
59257,62
59258,300
59259,406
59260,257
59261,1399
59262,1375
59263,2860
59270,8371
59274,432
59275,1010
59276,102
59301,23694
59311,435
59312,86
59313,3026
59314,253
59315,240
59317,3009
59318,375
59322,226
59323,2683
59324,1841
59326,305
59327,6221
59330,9918
59332,307
59333,43
59336,183
59337,1811
59338,88
59339,188
59343,106
59344,535
59347,512
59349,2402
59351,294
59353,2724
59354,50
59401,30108
59404,15821
59405,70057
59410,1818
59411,731
59412,3738
59414,2439
59416,748
59417,12934
59418,209
59419,193
59420,522
59421,5051
59422,3106
59424,140
59425,8292
59427,7753
59430,1210
59432,121
59433,1591
59434,952
59436,3099
59440,345
59441,230
59442,4533
59443,670
59444,911
59446,1219
59447,314
59448,1909
59450,1000
59451,382
59452,605
59453,410
59454,448
59456,395
59457,15637
59460,501
59461,78
59462,368
59463,365
59464,1343
59465,99
59466,190
59467,437
59468,1237
59469,263
59471,757
59472,1465
59474,10071
59477,1363
59479,868
59480,995
59482,1276
59483,1153
59484,280
59485,1571
59486,2764
59487,3192
59489,871
59501,20820
59520,1652
59521,9289
59522,2875
59523,3606
59524,1693
59525,224
59526,5274
59527,2596
59528,465
59529,368
59530,110
59531,490
59532,504
59535,149
59537,196
59538,4799
59540,804
59542,304
59544,218
59545,43
59546,145
59547,99
59601,47973
59602,53058
59631,421
59632,2232
59633,199
59634,10012
59635,15067
59636,29
59638,688
59639,3363
59640,146
59642,107
59643,1140
59644,10945
59645,4491
59647,646
59648,1070
59701,54486
59703,116
59710,756
59711,9417
59713,422
59714,33244
59715,84026
59716,3128
59718,73625
59720,493
59721,688
59722,3342
59724,58
59725,5357
59727,437
59728,894
59729,3332
59730,1984
59731,447
59732,357
59733,536
59735,358
59736,214
59739,735
59740,763
59741,12023
59743,238
59745,217
59746,142
59747,170
59748,430
59749,3360
59750,831
59751,535
59752,6222
59754,1633
59755,241
59756,177
59758,2695
59759,9687
59760,278
59761,482
59762,573
59801,65546
59802,48245
59803,43159
59804,8236
59808,47861
59820,2155
59821,1506
59823,4248
59824,2989
59825,3493
59826,819
59827,173
59828,11573
59829,6099
59830,316
59831,1150
59832,1631
59833,10345
59834,5714
59837,662
59840,28359
59841,2260
59842,144
59843,424
59844,1194
59845,1990
59846,3641
59847,12145
59848,286
59851,106
59853,1165
59854,546
59855,2023
59856,777
59858,2678
59859,7109
59860,26690
59863,199
59864,10947
59865,5372
59866,2065
59867,29
59868,4632
59870,15670
59871,332
59872,4056
59873,6540
59874,1822
59875,7426
59901,88607
59910,952
59911,16721
59912,20817
59913,1260
59914,258
59915,1014
59916,281
59917,8231
59918,1621
59919,1814
59920,4487
59922,3989
59923,12155
59925,1479
59926,897
59927,486
59928,180
59929,612
59930,1931
59931,423
59932,2872
59933,90
59934,1432
59935,7787
59936,778
59937,13778
60002,62910
60004,50949
60005,78324
60007,90262
60008,63297
60010,101266
60012,25208
60013,70673
60014,83927
60015,59322
60016,100029
60018,53336
60020,17050
60021,8528
60022,20723
60025,101358
60026,30881
60029,1185
60030,62579
60031,76279
60033,35428
60034,3154
60035,78772
60040,6121
60041,10211
60042,22496
60043,4190
60044,16243
60045,35495
60046,34331
60047,108904
60048,60348
60050,83952
60051,66358
60053,38128
60056,116055
60060,20524
60061,53525
60062,102999
60064,23660
60067,83217
60068,84722
60069,9556
60070,9411
60071,7266
60072,1069
60073,99752
60074,26379
60076,37717
60077,43073
60081,21090
60083,17263
60084,18241
60085,117192
60087,29048
60088,23342
60089,84158
60090,46259
60091,62446
60093,50609
60096,11680
60097,17954
60098,36484
60099,70072
60101,51632
60102,50698
60103,50748
60104,23359
60106,52320
60107,43843
60108,48432
60109,693
60110,103737
60111,139
60112,9883
60113,909
60115,99911
60118,43634
60119,20249
60120,117696
60123,70574
60124,52380
60126,80508
60129,375
60130,30658
60131,20224
60133,78385
60134,47635
60135,15061
60136,18958
60137,83008
60139,38210
60140,31871
60141,391
60142,58492
60143,16746
60144,34
60145,6786
60146,5626
60148,103855
60150,5060
60151,9160
60152,15606
60153,48417
60154,37889
60155,12744
60156,34209
60157,5342
60160,50811
60162,16960
60163,9137
60164,26913
60165,13772
60169,76548
60171,12329
60172,50452
60173,27350
60174,53905
60175,28411
60176,31957
60177,28896
60178,43380
60180,3526
60181,44942
60184,6482
60185,81128
60187,75678
60188,98153
60189,50550
60190,23069
60191,30452
60192,19113
60193,83549
60194,14852
60195,8257
60201,115514
60202,84778
60203,9960
60301,5623
60302,31034
60304,30361
60305,23356
60401,20517
60402,166470
60403,20515
60404,36849
60406,30236
60407,2707
60408,6995
60409,74231
60410,33640
60411,122427
60415,6483
60416,20925
60417,32870
60419,59340
60420,8160
60421,6474
60422,16710
60423,51030
60424,4163
60425,6970
60426,78703
60428,8108
60429,34392
60430,42453
60431,53505
60432,35283
60433,35591
60435,51585
60436,50840
60437,313
60438,60350
60439,60999
60440,87288
60441,37811
60442,27259
60443,48859
60444,3888
60445,42683
60446,87799
60447,34781
60448,53522
60449,25238
60450,45589
60451,76601
60452,44467
60453,149315
60455,37155
60456,6848
60457,38564
60458,14077
60459,45142
60460,2492
60461,7831
60462,105088
60463,22481
60464,26427
60465,44381
60466,61213
60467,68488
60468,3587
60469,15334
60470,1360
60471,29237
60472,6089
60473,37159
60474,1540
60475,21286
60476,6096
60477,79450
60478,33395
60479,998
60480,11306
60481,30936
60482,17909
60484,15207
60487,59960
60490,46162
60491,48006
60501,26847
60502,38602
60503,34742
60504,44379
60505,215047
60506,143771
60510,34310
60511,4776
60512,3083
60513,50509
60514,7022
60515,73415
60516,44375
60517,85142
60518,9074
60519,245
60520,3614
60521,47057
60523,25247
60525,81973
60526,23132
60527,72966
60530,1077
60531,2472
60532,44824
60534,18143
60536,194
60537,1366
60538,71276
60539,505
60540,73533
60541,3564
60542,37190
60543,53482
60544,30200
60545,15411
60546,19500
60548,20286
60549,1682
60550,3812
60551,9776
60552,2668
60553,943
60554,30755
60555,29147
60556,5522
60557,315
60558,19404
60559,49376
60560,56865
60561,30415
60563,96824
60564,118317
60565,47933
60585,36208
60586,81804
60601,28374
60602,1809
60603,942
60604,861
60605,68857
60606,4917
60607,53069
60608,88689
60609,111497
60610,104064
60611,48442
60612,88823
60613,127329
60614,70143
60615,108787
60616,24446
60617,214264
60618,251301
60619,138623
60620,187944
60621,98996
60622,65242
60623,251788
60624,59336
60625,130807
60626,128083
60628,88627
60629,179805
60630,55838
60631,35844
60632,205898
60633,32973
60634,35303
60636,84457
60637,105687
60638,143267
60639,60587
60640,135589
60641,191083
60642,49655
60643,129588
60644,128499
60645,91889
60646,55497
60647,61738
60649,79067
60651,167586
60652,111261
60653,78794
60654,39249
60655,75400
60656,58955
60657,166925
60659,77837
60660,70832
60661,17648
60706,55491
60707,66768
60712,34386
60714,29669
60803,12013
60804,214692
60805,33149
60827,72419
60901,38969
60910,1482
60911,2122
60912,1647
60913,4274
60914,61902
60915,27984
60917,1236
60918,1927
60919,613
60920,462
60921,1669
60922,4182
60924,3610
60926,146
60927,4911
60928,1915
60929,740
60930,665
60931,652
60932,125
60933,751
60934,466
60935,1087
60936,6395
60938,3587
60940,3730
60941,5765
60942,13012
60945,248
60946,638
60948,4136
60949,382
60950,14447
60951,2497
60952,1484
60953,5057
60954,12557
60955,4079
60957,9823
60958,5633
60959,1816
60960,777
60961,1195
60962,1090
60963,4623
60964,3372
60966,3976
60968,976
60969,131
60970,15279
60973,853
60974,628
61001,2605
61006,3803
61007,938
61008,90276
61010,17401
61011,3574
61012,3900
61013,607
61014,1211
61015,2016
61016,12733
61018,2222
61019,9837
61020,5353
61021,51936
61024,6801
61025,8187
61027,148
61028,5361
61030,2836
61031,3315
61032,87449
61036,17926
61037,362
61038,3409
61039,1296
61041,2192
61042,587
61043,339
61044,308
61046,7553
61047,3611
61048,10998
61049,1292
61050,497
61051,3294
61052,3177
61053,6087
61054,8446
61057,455
61059,294
61060,3148
61061,18068
61062,1861
61063,11408
61064,4377
61065,28240
61067,2097
61068,40564
61070,1289
61071,17338
61072,23488
61073,52855
61074,9420
61075,2024
61077,76
61078,2291
61079,111
61080,29223
61081,48963
61084,8252
61085,3847
61087,3521
61088,16099
61089,2249
61091,136
61101,48029
61102,36158
61103,39922
61104,40106
61107,62665
61108,44652
61109,63457
61111,16419
61112,194
61114,33691
61115,59568
61201,29037
61230,2024
61231,12054
61232,3169
61234,3085
61235,1699
61236,303
61238,6693
61239,2587
61240,15307
61241,12499
61242,1787
61243,340
61244,63376
61250,7427
61251,905
61252,11496
61254,18994
61256,4910
61257,2525
61258,311
61259,1434
61260,1421
61261,2462
61262,1993
61263,1412
61264,7327
61265,74414
61270,18748
61272,2454
61273,6988
61274,592
61275,11501
61276,348
61277,8943
61278,453
61279,2894
61281,2698
61282,12492
61283,2116
61284,3572
61285,1805
61301,22480
61310,4600
61311,512
61312,839
61313,784
61314,819
61315,518
61316,181
61317,1065
61318,1844
61319,1464
61320,1837
61321,493
61322,3563
61323,230
61324,299
61325,1756
61326,5106
61327,3298
61328,96
61329,1476
61330,2322
61331,83
61332,376
61333,1020
61334,824
61335,1185
61336,980
61337,777
61338,761
61340,751
61341,9700
61342,21022
61344,449
61345,1828
61346,123
61348,8061
61349,2052
61350,53665
61353,2190
61354,22715
61356,31842
61358,1001
61359,535
61360,5492
61361,1143
61362,7267
61363,456
61364,43875
61367,1360
61368,2483
61369,3456
61370,1664
61372,401
61373,4274
61374,191
61375,1796
61376,6389
61377,3042
61378,1315
61379,3032
61401,53156
61410,6256
61411,592
61412,2794
61413,2910
61414,1784
61415,2051
61416,389
61417,680
61418,1169
61419,302
61420,3031
61421,2251
61422,5524
61423,399
61424,162
61425,1288
61426,231
61427,1624
61428,1686
61430,1855
61431,664
61432,1213
61433,154
61434,3996
61435,317
61436,2368
61437,696
61438,1639
61439,560
61440,379
61441,1358
61442,1557
61443,15186
61447,1616
61448,8341
61449,1276
61450,3877
61451,773
61452,811
61453,2077
61454,921
61455,35376
61458,1383
61459,745
61460,784
61462,24367
61465,760
61466,384
61467,2168
61468,78
61469,3515
61470,1441
61471,227
61472,1663
61473,4374
61474,644
61475,337
61476,853
61477,1628
61478,766
61479,159
61480,2288
61482,1734
61483,4139
61484,1370
61485,1581
61486,1050
61488,1261
61489,1453
61490,2238
61491,3734
61501,4333
61516,784
61517,5426
61519,349
61520,21207
61523,18998
61524,397
61525,20462
61526,2274
61528,5337
61529,3309
61530,17475
61531,5509
61532,1159
61533,2603
61534,3714
61535,4218
61536,3269
61537,8066
61539,451
61540,7627
61541,291
61542,8233
61543,169
61544,900
61545,1375
61546,9444
61547,9970
61548,14915
61550,44832
61552,396
61553,256
61554,119255
61559,5524
61560,1249
61561,4732
61562,72
61563,331
61564,2795
61565,3313
61567,1061
61568,11523
61569,3284
61570,5134
61571,64747
61572,1861
61602,1833
61603,36797
61604,68154
61605,35737
61606,21003
61607,28893
61610,14573
61611,40979
61614,74266
61615,57963
61616,13566
61625,906
61701,77392
61704,97123
61705,31617
61720,669
61721,1616
61722,1257
61723,2732
61724,583
61725,3390
61726,2619
61727,16378
61728,3830
61729,1236
61730,1007
61731,707
61732,3580
61733,2419
61734,7671
61735,655
61736,3910
61737,1120
61738,4265
61739,12711
61740,4117
61741,4674
61742,2429
61743,345
61744,3362
61745,7392
61747,2486
61748,4545
61749,636
61750,114
61751,334
61752,7028
61753,3410
61754,2699
61755,4567
61756,3754
61759,2656
61760,4488
61761,92124
61764,16467
61769,1033
61770,1727
61771,1422
61772,726
61773,1028
61774,1945
61775,803
61776,1553
61777,1595
61778,1135
61801,53129
61802,30179
61810,475
61811,1217
61812,839
61813,4042
61814,1974
61815,491
61816,1351
61817,5560
61818,2892
61820,104033
61821,64428
61822,15880
61830,1013
61831,422
61832,43245
61833,5416
61834,9139
61839,905
61840,451
61841,3048
61842,4465
61843,1693
61844,912
61845,228
61846,13661
61847,2657
61848,594
61849,4046
61850,1360
61851,902
61852,685
61853,21906
61854,1455
61855,98
61856,15559
61857,397
61858,5062
61859,2280
61862,1143
61863,936
61864,2968
61865,3680
61866,37439
61870,3697
61871,369
61872,1630
61873,12948
61874,18647
61875,1184
61876,2073
61877,3261
61878,3542
61880,5682
61882,1499
61883,7127
61884,2811
61910,9356
61911,8647
61912,3462
61913,3656
61914,4098
61917,991
61919,2287
61920,53821
61924,2991
61925,1047
61928,1860
61929,1523
61930,1111
61931,2773
61932,1148
61933,1799
61936,521
61937,3155
61938,35879
61940,581
61941,89
61942,1968
61943,3670
61944,33157
61949,315
61951,8352
61953,13303
61955,424
61956,4887
61957,3012
62001,4492
62002,88752
62006,1383
62009,2203
62010,29636
62011,601
62012,17695
62013,1462
62014,7452
62015,1292
62016,8266
62017,2415
62018,5798
62019,350
62021,1191
62022,1947
62023,247
62024,10946
62025,51322
62027,1411
62028,1408
62030,247
62031,1198
62032,1690
62033,12351
62034,36167
62035,44614
62036,1082
62037,3163
62040,123879
62044,4051
62045,1485
62046,1923
62047,2603
62048,4036
62049,22471
62050,1007
62051,2609
62052,15637
62053,1724
62054,1532
62056,7233
62058,2294
62059,1537
62060,12461
62061,4633
62062,13932
62063,2121
62065,214
62067,5279
62069,5672
62070,65
62074,1677
62075,7621
62076,282
62077,523
62078,186
62079,689
62080,5015
62081,354
62082,8173
62083,664
62084,2813
62085,348
62086,1207
62087,5378
62088,6999
62089,574
62090,695
62091,576
62092,1861
62093,760
62094,2442
62095,20265
62097,7473
62098,207
62201,12081
62203,21479
62204,16414
62205,14932
62206,34611
62207,14731
62208,29165
62214,2027
62215,4039
62216,5633
62217,2022
62218,3831
62219,1176
62220,52786
62221,47264
62223,39663
62225,10197
62226,79137
62230,6531
62231,15985
62232,11372
62233,26380
62234,90819
62236,28198
62237,2711
62238,1925
62239,8041
62240,3321
62241,728
62242,3262
62243,16418
62244,2886
62245,4807
62246,17276
62248,541
62249,9095
62250,1142
62253,1422
62254,9489
62255,1676
62257,3625
62258,23792
62260,18214
62261,385
62262,3119
62263,6181
62264,5192
62265,11570
62266,519
62268,492
62269,85294
62271,3500
62272,3358
62273,540
62274,19903
62275,3639
62277,3584
62278,17992
62279,189
62280,250
62281,4456
62282,644
62284,1078
62285,4660
62286,12632
62288,4561
62289,906
62292,2426
62293,10595
62294,30306
62295,2827
62297,522
62298,43534
62301,88315
62305,46734
62311,1382
62312,5677
62313,1034
62314,1281
62316,1070
62319,300
62320,4860
62321,6759
62323,329
62324,2916
62325,872
62326,5203
62330,3668
62334,481
62336,94
62338,1843
62339,2345
62340,1326
62341,7572
62343,1531
62344,210
62345,743
62346,398
62347,5878
62348,268
62349,1045
62351,3903
62352,423
62353,3312
62354,3688
62355,1826
62356,963
62357,371
62358,2017
62359,180
62360,3601
62361,1450
62362,1065
62363,13952
62365,1097
62366,2507
62367,3476
62370,1176
62373,379
62374,655
62375,381
62376,2970
62378,1981
62379,5436
62380,811
62401,41388
62410,1217
62411,5292
62413,682
62414,3020
62417,5289
62418,2555
62419,871
62420,12701
62421,1683
62422,2382
62423,1203
62424,2526
62425,1789
62426,1206
62427,1914
62428,8290
62431,2849
62432,682
62433,2526
62434,684
62436,1196
62438,1198
62439,20293
62440,2254
62441,12523
62442,5426
62443,4220
62444,811
62445,1896
62446,668
62447,9149
62448,6070
62449,3478
62450,21436
62451,2591
62452,820
62454,19932
62458,5897
62459,270
62460,727
