,RegionName,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,Average2022
186,30188.0,397518.0,405809.0,415513.0,425487.0,433036.0,438099.0,441414.0,444010.0,445814.0,445350.0,444606.0,442589.0,431603.75
187,30189.0,394899.0,402936.0,412175.0,421470.0,428618.0,433336.0,436145.0,438206.0,439587.0,439285.0,438771.0,436595.0,426835.25
188,30295.0,240051.0,247327.0,250518.0,253994.0,255943.0,260794.0,265247.0,269596.0,271107.0,272847.0,273373.0,273676.0,261206.08333333334
189,30349.0,254047.0,260544.0,265556.0,270217.0,276135.0,281972.0,286104.0,287726.0,288552.0,288156.0,289165.0,289344.0,278126.5
190,30236.0,246077.0,253366.0,260407.0,265664.0,271513.0,277431.0,281048.0,281264.0,276390.0,273078.0,272941.0,274992.0,269514.25
191,30316.0,422264.0,431493.0,437272.0,439478.0,442370.0,445623.0,447812.0,449012.0,449410.0,448669.0,446752.0,446863.0,442251.5
192,30340.0,347283.0,352960.0,356884.0,361718.0,367168.0,373016.0,375623.0,377394.0,376830.0,377259.0,377365.0,379234.0,368561.1666666667
193,30345.0,578064.0,587439.0,594321.0,599754.0,606339.0,613805.0,616447.0,619044.0,616863.0,616222.0,613733.0,615202.0,606436.0833333334
194,30035.0,236088.0,241921.0,246562.0,249906.0,252282.0,256215.0,258799.0,261714.0,263237.0,263754.0,263799.0,263766.0,254836.91666666666
195,30656.0,323908.0,331208.0,337230.0,343704.0,350008.0,354360.0,355426.0,354888.0,353710.0,353030.0,352429.0,351750.0,346804.25
196,30184.0,340251.0,347157.0,354109.0,360271.0,366142.0,371692.0,375839.0,379981.0,382746.0,385244.0,386307.0,386467.0,369683.8333333333
197,30217.0,182801.0,187964.0,190033.0,192460.0,193748.0,196443.0,198120.0,199564.0,199379.0,201043.0,201724.0,202621.0,195491.66666666666
198,30182.0,208848.0,215045.0,219540.0,224132.0,228050.0,233180.0,236460.0,238388.0,238819.0,238637.0,237595.0,236322.0,229584.66666666666
199,30171.0,305933.0,310420.0,315972.0,320939.0,326741.0,331886.0,335571.0,338831.0,339241.0,340322.0,340419.0,340806.0,328923.4166666667
200,30170.0,258157.0,265788.0,270640.0,275338.0,280055.0,285014.0,287849.0,289145.0,289769.0,288806.0,288417.0,288015.0,280582.75
