RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
70897,1781,30120,zip,GA,GA,Cartersville,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,116204,116324,116532,116987,117537,118129,118818,119560,120320,121018,121915,122857,123899,124609,125330,125926,126616,127266,127903,128598,129273,129899,130332,130656,131027,131699,132540,133476,134365,134859,135487,135804,136124,136168,136125,136225,136342,136608,136668,136583,135793,135110,134420,134629,134790,134813,134706,134883,135393,136160,136948,137636,137940,138073,138039,138018,138077,138134,138214,138113,138097,138143,138647,139211,139847,140074,140369,140774,141468,142251,142977,143638,144103,144674,144936,145247,145469,146054,146707,147262,147658,147984,148075,148303,148418,148705,148912,149118,149263,149386,149607,149574,149536,149691,150372,150991,150956,150655,151679,152888,153776,,,146343,145796,144827,143626,142352,141653,141041,140235,139149,138010,136985,136002,134876,133804,132914,132106,131144,130209,129370,128686,128085,127513,127102,126629,126193,125444,124791,123884,123040,122014,121180,120141,118921,117773,116969,116380,115754,115044,114455,114084,113655,113873,114027,114320,114077,113853,113813,113828,113992,114286,114651,115116,115576,116651,117726,118739,119298,119829,120576,121211,121918,122600,123366,124111,124884,125655,126463,127173,127919,128623,129488,130223,130974,131645,132357,133068,133666,134359,134967,135455,135966,136723,137871,139001,139792,140137,140309,140799,141586,142585,143503,144404,145415,146625,147992,149132,149973,150841,152062,153408,154620,155273,156087,157019,158475,159732,160951,162067,163369,164914,166405,167841,168831,169571,170162,170924,172078,172706,174332,175790,178645,181464,183799,185511,186476,187974,189278,190013,190552,191283,192374,193366,194366,194961,195746,196469,197426,198542,198766,199407,200336,202148,203727,205062,206513,207880,209620,211351,213759,215691,217806,220825,223880,229314,233772,239015,243087,247537,253642,260163,267814,276051,282114,287708,292354,298906,306026,311289,315138,317336,319916,321736,323222
70898,5478,30121,zip,GA,GA,Cartersville,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,113077,113327,113572,114124,114622,115241,115866,116582,117256,117946,118864,119747,120716,121316,121990,122518,123115,123747,124453,125221,125916,126467,126823,127052,127283,127812,128461,129345,130321,130935,131776,131485,131463,131004,131159,131209,131252,131481,131578,131827,131510,131139,130427,130463,130596,130847,130971,131211,131506,132078,132789,133572,133898,134117,134332,134520,134665,134726,134910,134851,134634,134396,134825,135321,135831,136010,136346,136928,137600,138415,139220,139895,140310,140748,141113,141374,141464,141799,142228,142638,142926,143456,143928,144358,144519,144785,145047,145405,145761,146090,146383,146665,147046,147268,147604,148093,148149,148065,148251,148885,149171,,,,143604,142461,141068,139620,138957,138468,137741,136637,135470,134441,133519,132387,131300,130367,129528,128605,127747,127036,126363,125717,125100,124752,124325,123932,123192,122533,121579,120722,119760,119002,118050,116875,115806,115004,114444,113756,113100,112483,112132,111666,111736,111789,111914,111675,111448,111420,111440,111599,111852,112162,112541,112952,114386,115830,117221,117717,118226,118952,119622,120271,120846,121476,122108,122774,123538,124357,125076,125833,126593,127515,128255,128977,129647,130328,130991,131494,131498,131077,130677,130983,131951,133308,134508,135428,135928,136267,136913,137612,138698,139457,140374,141349,142363,143431,144093,144711,145385,146258,147156,147792,148375,149186,150114,151331,152696,154221,155840,157452,159221,160866,162413,163475,163937,164177,164736,165769,166200,167326,168245,170577,173071,175122,176634,177352,178710,180117,181435,182469,183411,184390,185452,186468,187004,187895,188661,189737,190607,190795,191333,192195,193835,195142,196451,197727,199292,201238,203628,206506,208798,211337,214867,218599,224391,229009,233603,236706,239895,245065,250665,257520,264753,270628,275982,280779,286160,292603,296859,300610,302705,305603,307214,307774
71059,3109,30341,zip,GA,GA,Chamblee,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,206316,207169,208268,210561,212834,214858,216771,219178,221722,223934,225569,227030,228372,229748,231004,232467,234234,235734,236816,237258,238030,239049,240389,241798,242913,243957,244425,245199,245693,246162,246222,246660,247322,248324,249027,249716,250374,251115,251622,251763,251909,252278,252859,253395,253936,254436,255043,255779,256351,256840,257172,257808,258675,259385,259756,260092,261038,261829,262443,262576,263345,263961,264729,265529,266701,268605,270269,272313,273663,274791,275937,276668,277650,277854,278530,279627,280393,280852,281262,281779,281918,281440,281126,282530,284377,286781,288157,289692,290321,290636,290902,291428,291885,291567,289750,288372,286288,285105,283008,281803,280952,281133,281734,282578,281628,279711,275901,272835,268363,266061,263710,262604,261287,259355,257355,255819,254965,255216,255384,255977,256596,256850,254795,254279,253704,253941,251055,247617,245755,245167,244242,242498,240843,239576,239119,237843,236157,234437,232939,231937,231303,231893,234206,235327,234473,234360,235824,239007,240086,240945,241144,240382,239573,238658,238889,237692,239360,241339,245510,248846,252421,255433,257367,259274,262105,264224,267485,270067,271863,273450,276700,280256,282662,282462,283201,283010,282747,283930,285699,288445,289872,290520,290598,290344,292087,294244,297115,299873,302395,304064,305996,308457,312943,316510,320193,323440,326578,329497,330342,331387,330572,332172,334855,338071,338455,340072,342446,345725,346895,348903,352106,353880,357291,360267,364953,370049,374728,379411,382664,385956,388175,389714,392323,394610,396502,398119,399733,402165,404378,407741,409375,410004,408208,406864,405744,406128,406615,406994,408185,409217,411597,413937,415922,415883,413757,413236,415829,421931,428911,434215,439643,443965,448964,450198,450998,453147,460305,469052,477876,484114,489251,494480,499779,506261,512766,520048,526813,532482,539809,548239,553021,555955,554467,553721,552340,554619
70995,9065,30268,zip,GA,GA,Chattahoochee Hills,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,122549,123957,124711,126760,128041,129251,129676,130285,131221,132972,134676,136570,137923,139090,140159,141275,142162,142506,142744,143108,143627,143732,143658,143656,144252,145166,145838,146519,147881,149767,151717,152951,153801,154347,155013,155482,155989,157107,157989,158828,158575,159404,160246,161483,162093,162593,162485,162684,163202,163912,164577,165287,166179,166393,166431,166915,167988,169165,170227,170951,171145,171201,171912,173115,174464,175795,177211,178585,178871,178499,177565,176529,176373,176392,176359,175712,175118,175387,176135,177521,178638,179679,180660,182314,184020,185210,185553,184949,184230,183581,183643,184012,184647,184921,184941,184494,183270,181969,180818,179963,178653,176334,173808,171282,169232,167918,166131,162870,158564,155161,152816,149776,146163,142329,139572,138088,137680,136657,134165,131163,128594,127303,126705,127708,127589,126483,123766,121208,118622,117482,116572,115724,113331,111537,110125,109390,107556,106635,104641,102544,100094,98674,98473,97782,97398,97202,98747,100325,101568,101654,101802,102086,101565,100286,99538,100287,101918,102859,103267,103967,105226,107484,110670,112309,114978,115944,118489,119812,122316,123921,124260,123993,125084,125826,126273,125331,126076,127364,128809,129497,130146,130991,132114,133071,134521,136369,138322,140042,141021,141509,142269,142212,143065,143207,144230,145288,147211,148150,148814,149092,149717,150681,151987,154572,156470,157696,158130,157709,157642,158030,159613,161457,162987,163883,165037,166877,168638,169918,170574,171848,173103,173981,175393,176731,178737,180565,182437,183560,184112,184051,183989,184307,186108,187452,189229,191058,193160,194825,194997,196239,197663,199788,200385,199998,199007,199401,200501,202333,205203,208866,212191,215837,219400,224577,229243,233521,237146,240647,244744,250302,255958,263289,269432,275792,281472,291421,300127,309111,313401,318000,320553,323005,324104,323874,324533,325076
70807,4933,30021,zip,GA,GA,Clarkston,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,92998,93415,93843,94852,95892,97096,98228,99635,100840,102190,103325,104802,106107,107563,108517,109158,109598,110088,110599,111220,111917,112667,113126,113855,114634,115432,115734,116172,116466,116944,117232,117690,118018,118376,118658,118921,119259,119537,119836,119759,119861,119707,119881,120214,121008,121960,122392,122692,122481,122566,122816,123494,124365,125024,125535,125723,125972,126084,126279,126306,126448,126418,126592,126998,127581,128301,128778,129338,129700,130080,130741,131292,131993,132275,132615,133171,133733,134598,135168,135717,135940,135799,135397,135573,136162,137021,137305,137522,137769,137556,137416,137032,136730,135909,134827,134119,132781,131568,130074,129493,129083,128836,128588,128219,126992,125529,123462,121818,119264,117454,116136,115875,115772,114836,113317,112460,112250,113739,114989,116474,117457,117691,117030,116904,116446,115482,113236,109702,106998,103846,102081,100172,98643,96551,93933,90193,86707,84660,84363,84693,84714,83473,83833,83173,83619,83478,84126,84153,83632,84976,86549,87304,87109,88131,89649,89884,89818,89770,92285,95241,98556,99847,100266,102114,104975,108769,111477,113530,114534,115650,117606,119219,120535,120733,121511,121660,122162,122200,122289,122372,122522,123036,123175,123777,124331,125287,126291,127577,128855,129255,129812,130925,132994,134273,134962,136011,137146,138808,139344,139678,137758,136923,136986,138592,139019,140293,142066,144766,146976,149518,152091,153076,154421,155872,157857,160807,163113,166333,168419,170360,171890,172955,174610,175654,176408,177001,177731,178805,179718,181103,181739,182825,183725,184539,184386,183969,183745,185191,187492,190495,192468,194394,196002,198117,198681,199312,200861,203339,206742,208386,211976,215763,220766,223712,225447,228453,233833,241382,247910,253393,257852,262559,266787,272617,278474,283787,285537,285932,290656,297087,303719,306875,308542,307869,306262,305933
71055,8029,30337,zip,GA,GA,College Park,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,140432,141775,142775,144454,146135,147416,148648,149143,150543,152629,155075,156942,158478,159575,160531,161421,162435,163698,165087,166653,168730,169863,171090,172294,174824,177725,180273,182420,184224,185738,187216,187810,187980,188022,189309,191065,192442,192746,193073,193254,194088,194297,194368,193391,192865,192510,193067,193374,193727,194066,194040,194209,193909,194039,194337,196043,196855,198214,198859,199614,200239,200504,202148,202700,202372,201910,201895,202525,202358,202082,201764,200602,199540,198947,200280,201412,203424,203586,204823,205205,206822,208300,209746,211233,212592,213655,213490,212924,212720,214006,216049,217309,218063,216457,215191,215863,215623,214152,212853,214451,216047,213586,208589,205982,205209,205258,202047,197562,190685,183087,172929,164254,156235,150386,145193,141248,139037,137352,137624,136650,136675,135659,135336,135878,136008,136428,134302,131786,127654,124051,120803,118272,114352,110310,108947,109345,109624,107484,105083,100533,95966,92259,91948,91628,91496,89732,89877,90943,93450,95092,94298,95122,96536,99002,100682,101427,102240,103359,104298,105644,104670,105028,104404,106184,108650,111945,112995,113725,114594,116428,117580,119504,120820,123334,126352,129797,132406,133300,133748,134053,134396,134879,135544,136867,141202,144312,147123,146173,145800,148550,152537,155984,156479,158732,160488,161830,162153,162599,164651,164250,162036,159804,159262,163279,166379,169545,170222,170063,171138,172896,175956,177841,180283,181465,182202,182870,182367,183548,184470,187229,190344,194391,200089,204349,209289,211974,214634,216080,216675,216549,215505,215067,214881,214749,216842,218260,218285,216221,214652,216087,219860,225433,224571,221627,218276,219761,224073,226631,229903,231785,234770,237876,241552,246419,251618,256004,260599,264982,269373,275045,281421,289527,295442,300549,305913,311476,317662,323513,329348,334051,337163,338435,339997,338791,339087,338250
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71010,10906,30288,zip,GA,GA,Conley,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,87304,87656,88108,89151,90289,91198,91835,92290,92798,93257,93868,94743,95620,96402,97010,97613,98427,99336,100522,101621,102665,103417,104056,104437,104864,105304,105970,106583,107122,107190,107378,107601,108177,108799,109437,110018,110581,110959,111409,111587,111893,112131,112545,112844,113190,113329,113497,113547,113830,114301,114763,114906,114500,114105,113882,114240,114600,115063,115365,115137,114673,114052,114048,114457,114922,115403,115804,116363,117221,117650,117746,117687,118029,118919,119485,119861,120000,119895,119212,118252,116985,116186,115576,115436,114992,114460,113921,113654,113347,113147,113021,112827,112632,112104,111154,110277,109295,107286,104460,101715,100258,98103,94503,91391,89167,88507,85784,83031,80134,78853,76686,73929,71746,69927,68184,66585,65959,65922,65692,65447,65217,64571,64262,64445,65431,66255,66522,65424,64446,63211,62083,60467,59363,57975,56441,54478,51844,49713,47752,47087,46613,46851,46540,46038,45358,45768,46903,47712,47753,47323,47830,48846,48880,47485,46997,48077,50378,52086,53115,54713,56412,58704,58948,59932,61042,63765,65588,66377,65864,65469,65826,67145,68457,69708,71147,71914,72296,72456,73274,73408,73657,73635,74230,74007,74163,74185,75631,77023,78610,78913,79083,79803,80683,81620,81843,82328,82590,82866,82822,82111,81890,82214,83187,83542,83848,84779,85574,86539,87173,88120,89417,91142,92981,95342,97137,100110,102234,105353,107799,109979,111566,112617,114120,115541,117371,118746,120204,121932,124528,126524,128074,128766,129521,130381,131273,132569,133869,135748,137301,138531,139047,139571,140077,139964,140411,140931,142752,144163,146487,149387,151884,153690,155183,157100,159455,162107,165515,169254,173932,179267,183949,188189,192407,199044,205893,210574,215061,219386,225776,231585,233717,232503,228521,226079,226108,227817
70872,2888,30094,zip,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,140088,140567,141006,141827,142500,143227,144018,145063,145900,146627,147397,148417,149673,150351,150933,150694,151326,151231,151699,151909,152270,152495,152511,152819,153184,153470,154012,154682,155330,156067,156783,157563,157963,158630,159116,159701,159957,160208,160489,160917,161355,161824,162077,162314,162328,162500,162652,163244,162801,162854,162661,163332,163517,163726,163753,163873,163921,164233,164517,164841,165004,165261,165397,165738,166048,166613,167477,168373,169313,170099,170850,171514,171959,172440,173364,174440,175536,176565,177446,178201,178746,179217,179573,179380,179466,179608,179782,179246,178809,178394,178077,177174,176401,176193,175832,175182,174105,172622,170324,168362,167895,168359,169100,168062,166129,162649,159013,154895,153539,149675,146665,139908,134890,129757,126085,125928,125699,125917,124973,125284,126743,127835,128658,126843,126082,123308,121039,116908,117413,118137,118223,115866,114259,114116,111518,109625,107759,108819,109755,111152,111680,110373,108449,105270,103869,102453,101755,99654,98390,96395,95681,93935,94881,95316,98929,100642,103579,104409,106256,110217,113803,117705,118797,120873,121982,124180,125767,129168,131527,134308,135327,136179,136026,136510,137096,138513,139401,140987,140938,141026,137994,137111,137833,140767,142941,144012,145154,145820,146739,146795,147885,148204,148176,148452,148433,150076,149947,150275,150479,151324,153911,156041,157992,158700,158157,157546,156892,158402,160433,162553,163471,164306,164317,165765,167497,170294,172121,173163,174724,177008,180276,183145,185874,187548,188712,190007,192125,194101,195694,197109,198423,199172,198473,197597,197533,198954,199811,200085,200068,200739,202297,202988,204408,205264,207101,208811,210657,212646,213845,216178,218539,222181,225457,229020,232775,236439,241234,246332,253389,261965,270598,279172,285652,293214,301763,309176,315590,319943,323304,328841,333008,338016,336934,335965,336023,338671
70799,3627,30012,zip,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,125532,125648,126142,126951,127861,128716,129444,130278,130900,131645,132480,133095,133545,133746,134251,134309,134937,135149,135645,135937,136189,136462,136540,136998,137937,138959,140061,141199,142266,143426,144106,144784,145313,146525,147508,148418,148683,149096,149610,150495,150979,151423,151346,151552,151650,151989,152234,152533,152030,151833,151509,151860,152114,152603,152923,153075,152810,152819,152507,152711,152895,153554,154114,154793,155392,156049,156899,157972,158740,159389,159876,160268,160408,160452,161105,161830,162455,163100,163780,164510,164896,165084,165456,165461,165860,166061,166303,165932,165865,165582,165100,164111,163423,163352,162900,162325,161354,159615,157000,154258,152715,151271,150370,147953,,136400,130576,127208,126095,122942,120505,114975,110858,106654,103690,103559,103396,103592,102899,103186,104316,105132,105721,104284,103725,101541,99773,96393,96911,97564,97772,95862,94528,94401,92265,90762,89235,90105,90874,92001,92421,91327,89816,87234,86031,84736,84039,82306,81297,79682,79075,77547,78209,78502,81461,82880,85172,85685,87073,90270,93180,96337,97224,98850,99655,101310,102483,105207,106948,109098,109754,110458,110301,110715,111114,112261,112868,114040,113715,113592,110920,110079,110453,112696,114378,115242,116160,116625,117259,117287,118220,118523,118238,118151,117730,118862,118554,118737,118742,119289,120659,121851,122936,123568,123010,122057,121460,122355,123315,124305,125062,126388,126932,128379,130094,132361,133999,135023,136196,138146,140837,143643,145995,148106,149278,150221,151377,152998,154515,155753,156490,156677,156106,155384,155318,155974,157166,158047,158767,159435,160743,161507,163315,164602,166595,168218,169460,170683,171307,173666,176230,179392,181982,185023,188189,190885,194297,198169,204089,210953,217861,224470,229842,236004,243080,248954,253698,256989,259891,264570,268004,271622,271126,270750,271477,273947
70800,4437,30013,zip,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,157833,158604,159059,160023,160799,161710,162485,163361,164146,164981,165905,166918,168055,168698,169394,169626,170593,171007,171702,172038,172398,172679,172854,173229,173709,174088,174614,175295,175894,176659,177166,177670,177866,178474,178979,179250,179065,178892,179035,179326,179583,179803,179904,180301,180711,181188,181532,181951,181599,181475,181219,181881,182373,183053,183462,183644,183759,184183,184563,184836,184837,185120,185436,185959,186485,187282,188147,189200,190187,191167,191765,192332,192842,193491,194259,194908,195395,195819,196319,196886,197279,197316,197332,196961,197151,197249,197523,197142,196857,196647,196402,195854,195236,195128,194589,193840,192537,190808,188102,185781,185004,185223,185631,184039,,,160862,156637,155303,151409,148325,141422,136397,131290,127661,127421,127121,127216,126223,126471,127886,128892,129599,127734,126977,124292,122056,117913,118275,118870,118827,116435,114814,114698,112094,110149,108231,109208,110054,111256,111706,110298,108362,105171,103797,102428,101746,99741,98550,96624,95979,94314,95213,95515,98924,100575,103539,104495,106374,110195,113715,117612,118824,120768,121718,123715,125364,128850,131247,133912,134798,135682,135687,136321,136901,138275,139304,140929,141082,141192,138452,137567,138244,141089,143237,144195,145268,145850,146896,147192,148476,148953,148838,149147,149031,150603,150419,150777,151092,151956,154326,156441,158202,159180,158657,158202,157766,159394,161849,164250,165572,166590,166543,167682,168951,171329,173545,175057,176623,178536,181198,183821,186075,187910,189359,190836,192725,194372,195911,197243,198381,198885,197959,197317,197214,198429,199227,199765,200208,201010,202562,203623,205517,206824,208384,209652,210502,211983,212861,215307,217355,220329,222818,225884,229385,233021,237805,243781,251787,261516,270776,279940,287411,295653,304639,311849,318258,322776,327019,333103,337630,342054,340787,339624,339595,341448
70803,545,30016,zip,GA,GA,Covington,"Atlanta-Sandy Springs-Alpharetta, GA",Newton County,91478,91745,92006,92529,93063,93644,94255,94912,95586,96230,96995,97753,98616,99105,99657,100029,100221,100173,100215,100539,101027,101413,101743,102021,102198,102508,102789,103184,103546,103914,104329,104625,105013,105292,105650,105770,105885,105971,106124,106342,106517,106717,106898,107129,107333,107556,107761,107998,108159,108421,108656,109007,109286,109568,109721,109892,110199,110522,110816,110990,111192,111473,111855,112225,112618,112885,113153,113315,113515,113836,114223,114614,114861,115200,115513,115947,116321,116753,117200,117650,118114,118439,118707,118735,118881,118937,119153,119257,119141,118865,118525,118279,118143,118141,118126,117980,117554,116596,115519,113968,,114333,115255,114377,113359,111429,109141,106984,106995,107975,107641,105657,103000,101327,98076,95837,93666,92815,91445,90526,89764,88659,87581,85910,85268,84427,83585,82436,81658,81821,80654,79315,77927,77823,77550,76921,76296,76058,75933,75081,74237,74786,75958,77928,78913,79725,80210,80506,80698,80733,81424,83453,85101,85046,83853,82859,84356,86723,88700,90184,92061,94981,97001,98339,98228,99124,101576,105368,106485,104803,103999,105960,109849,112534,114090,115927,118934,121566,122648,121651,121339,121400,122625,123846,124156,123457,122984,122817,123424,123943,124660,125613,126346,127742,128531,129644,130060,130534,131050,131486,132175,133026,134488,135591,136014,136471,137019,137706,138337,138930,139773,140437,141244,141724,142200,142986,144113,145710,146835,148349,149487,151411,153393,155282,156932,158253,160606,162711,164653,166107,167428,168785,169448,170128,170803,171505,172391,173245,174089,174990,176155,178079,179224,179839,179506,179457,179519,179672,181109,183450,186748,189599,192285,194819,197200,199372,202105,206615,212136,217951,223678,232205,241415,251939,261798,270651,279058,286124,292379,296652,299892,301793,300266,296479,292609,290654
70801,2058,30014,zip,GA,GA,Covington,"Atlanta-Sandy Springs-Alpharetta, GA",Newton County,97520,97966,98314,99193,99954,100619,101324,102023,102866,103512,104104,104645,105458,106229,107211,107804,108144,108303,108514,109043,109708,110523,111498,112401,113004,113442,113684,113817,114061,114382,114967,115310,115668,115943,116411,116657,116926,117124,117602,118069,118435,118701,119121,119958,120654,121213,121321,121383,121405,121584,121837,122187,122536,123129,123495,123871,124238,124878,125497,125890,126074,126296,126638,126967,127333,127352,127571,127582,127890,128153,128607,129239,129936,130618,131186,131689,132289,132825,133317,133748,134258,134628,134974,134875,135030,135122,135570,135766,135734,135715,135488,135288,135124,135190,135361,135281,134963,133899,132930,131859,,133483,134709,134057,132998,130762,127896,125280,122559,119620,115288,111682,108636,106701,103255,100879,98596,97632,96068,95002,94158,93123,92095,90420,89740,88863,87980,86778,86065,86332,85231,83838,82389,82362,82144,81565,80872,80638,80495,79637,78745,79379,80695,82862,83968,84915,85535,85952,86169,86213,86962,89204,91113,91216,90043,88986,90538,93162,95393,97107,99089,102221,104429,105971,105960,107019,109700,113706,114930,113348,112712,114899,118838,121592,123192,125199,128030,130526,131398,130540,130326,130507,131787,133106,133512,132963,132685,132534,132778,133130,133948,134993,135158,136230,136995,138060,137977,138414,139065,139816,140471,141520,143478,144726,145150,145067,145241,145685,146112,146638,147510,148124,148931,149118,149535,150182,150781,151913,152639,154337,155785,157915,160151,162138,163940,165243,167437,169460,171116,172368,173743,175583,176524,176900,177288,177755,178804,179582,180551,181309,182309,184124,185196,186055,185618,185723,185591,186615,188939,192581,196324,199534,202598,206063,208832,210956,212978,217067,222276,227750,233774,241869,250552,259533,268502,276354,283334,289458,294286,297594,299057,300176,298530,295184,291753,289616
70825,174,30040,zip,GA,GA,Cumming,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,218696,219743,220580,222144,223263,224039,224897,225840,227624,228497,229556,230301,230928,231950,233088,235016,236348,236876,237413,238064,239638,240755,242303,243433,244327,244565,244793,245671,245907,245879,245740,245978,246446,246648,246921,247151,247087,247408,248027,249338,250498,250632,250782,250816,251776,252470,253763,254813,255743,256574,257471,258647,259439,260027,261051,262165,263727,264768,266040,266978,267730,268007,268488,269681,271237,272443,273493,274275,275576,276865,278250,279518,280435,281330,282389,283868,285635,287521,289623,291654,293254,294554,295436,296039,296542,296621,296760,297365,298345,299514,299913,300761,301000,301220,300638,299471,298398,297596,297899,297703,296748,295101,293687,291595,288912,285722,284164,283330,281789,278928,275514,273285,270963,268789,266114,263711,261094,258873,256518,254962,254071,254346,254642,253679,252659,251204,250473,249257,247240,245422,244409,244054,241902,238791,236149,234730,234003,232497,230719,228482,227846,228427,229034,228204,228137,229097,231413,232587,233970,235318,237246,238122,238929,239895,240171,241488,242712,245455,247800,250658,252975,255392,257412,260246,262611,263789,265547,267877,271685,274416,275937,276674,277731,279011,280283,281304,282436,283407,284436,285838,288515,291310,293276,294521,295791,296987,298026,298480,299661,301231,302424,303592,303953,304750,305333,306698,308267,309667,310680,310444,310546,310352,312202,314123,314900,315516,315847,317827,319590,321120,322579,324059,325975,327782,329268,331053,332728,333784,335394,337263,339413,340009,339902,340826,342028,343807,344920,345245,345384,346755,347814,348231,346846,347042,347812,349670,350450,351035,351436,352387,353053,351826,351907,353988,357419,359876,361722,363839,367615,371656,377312,381964,386462,391442,397518,406749,416979,429661,442495,456644,469637,482024,492670,503558,513970,525279,540332,556031,571011,580631,585854,586820,585126,583321,584921,582692
