RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022
70925,1410,30152,zip,GA,GA,Kennesaw,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,191418,191341,191930,192937,194154,194952,195662,196601,198128,199782,200979,202000,202536,203475,204186,205025,205814,206667,207573,208542,209287,210134,210920,211891,212728,213724,214598,215659,216375,216987,217620,218410,219036,219482,219785,219747,219773,219736,220169,220500,221259,222147,223133,223937,224742,225406,226033,226551,226509,226418,226609,227704,228761,229769,230620,231712,232241,232662,232791,233601,234359,235485,235943,236969,238166,239594,240578,241204,242017,242923,243845,245035,246195,247197,247778,248664,249956,251509,253133,254470,255384,255566,255221,255410,255098,255356,255752,256800,258095,258810,259310,258646,257390,255563,253385,252893,251791,251302,249540,249261,248674,248236,247314,246360,245321,244489,243264,240387,238260,237450,236981,234438,231368,229626,229776,229427,228379,226316,224641,224332,223292,223224,223245,224761,224729,223409,220091,216768,212425,209673,206539,204743,202552,201562,200173,198415,196008,193823,192613,193315,194017,194280,195293,194962,196833,196424,199005,199502,201323,202750,204034,203358,202165,201925,203277,204482,206394,207986,209963,212537,215214,218021,220099,223172,226690,229594,230953,231824,232508,234630,236041,237018,236845,236785,237306,238024,239018,240399,242492,244417,245392,245043,244387,244832,246564,248532,248858,249354,250178,252070,253838,255504,256392,257959,260315,262913,264186,264209,264082,263702,263169,263618,264530,267108,268564,269758,269839,270741,272117,274111,276327,277655,279465,281111,283423,285998,287506,289900,289398,289804,289212,290409,291670,292017,292701,294127,296684,298105,299190,298704,299662,300371,302302,302532,302853,303973,306296,307830,308058,308169,308218,310399,311853,313839,313623,314355,315396,317915,320767,324154,328590,333434,338399,342635,347229,354130,361363,369507,377360,386064,393805,400128,407275,415053,425026,433883,445641,454772,463093,466824,468835,468918,468461,468351,468859,467527
70918,10211,30145,zip,GA,GA,Kingston,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,106595,106758,107044,107790,108649,109574,110314,110970,111506,111956,112761,113746,115046,115792,116468,116975,117844,118611,119290,119848,120484,121150,121691,122150,122574,123338,124256,125445,126799,127821,128693,128960,129251,129593,130227,130968,131328,131583,131684,131903,132009,132112,132104,132465,133002,133688,133904,134251,134779,135551,136199,136864,137318,137617,137300,137327,138033,138942,139408,138490,137532,136926,137493,138765,140169,141304,141946,142332,142724,143266,143527,143867,143910,144091,144303,144408,144595,144581,144581,144623,144572,144603,144978,145379,146276,146817,147440,147465,147533,147601,148202,148271,148342,148473,148591,148691,147806,147412,147747,148616,149232,147769,145964,144228,143592,142722,141628,140371,139688,139000,138103,136649,135220,134081,133290,132353,131429,130363,129437,128515,127894,127353,126849,126145,125408,124865,124455,124244,123556,123009,122161,121536,120702,119991,118882,117587,116251,115393,114738,114210,113544,113026,112717,112418,112361,112238,112121,111723,111283,111177,111196,111467,111794,112223,112705,113250,113870,114422,114828,115229,115607,116236,116813,117573,118142,118881,119551,120365,121089,121796,122381,122971,123550,124412,125113,125876,126502,127190,127855,128505,129431,130177,130513,130619,130969,131744,132618,133298,133889,134445,135361,136465,137602,138638,139224,140042,140368,141673,142785,143826,144627,145407,146606,147272,147914,148641,149610,150702,151925,152710,153295,153716,154778,156053,157372,158233,159029,159858,161237,162773,164171,165381,166446,168279,170910,173151,174522,175090,176342,178195,179668,180552,181277,181849,182475,182870,183096,183723,184503,185730,187087,187857,188704,189531,190554,191716,192689,194088,195009,196598,198213,200730,202694,204416,207075,209714,,219747,225115,229121,233802,239692,246225,253258,260038,264224,268284,271420,276749,282489,287522,291102,293685,295698,296738,297108
70829,38,30044,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,140228,140640,141060,141963,142893,143852,144709,145679,146661,147691,148562,149481,150301,151095,151737,152416,153090,153756,154406,155078,155743,156355,156852,157442,158065,158810,159467,160138,160773,161319,161818,162342,162943,163508,163867,164262,164696,165151,165591,165847,165992,165998,166088,166287,166581,166916,167336,167733,167969,168143,168280,168607,168958,169293,169614,170019,170381,170607,170676,170794,171083,171510,171869,172183,172501,172879,173256,173570,174018,174509,175062,175493,175859,176289,176713,177375,178016,178797,179366,179857,180075,180300,180390,180560,180482,180498,180740,181135,181574,181809,182078,182293,182191,182096,181514,180888,179465,178458,177259,176839,175908,175047,173483,171593,169957,167996,165327,160927,156958,153065,151029,148862,147352,145548,144473,143921,142989,141439,139963,138732,137509,136023,134987,134696,134467,134382,132792,130754,127218,124077,121167,118827,116550,114916,113063,111335,108538,105900,103726,103025,103041,102716,101728,99723,98723,97522,98542,99263,100162,100806,101515,101853,101253,101785,103073,105032,106590,109042,111928,114390,116971,119263,121967,124941,128146,130975,133434,135724,137760,139187,140375,141524,142955,144141,145541,146195,146449,146698,147383,148333,149649,150790,151366,151872,152470,153828,154872,155944,156962,157924,158539,159335,160304,161530,162871,164196,165808,166600,167207,167678,168665,169940,171481,173510,175029,176593,177337,178258,179441,181398,183144,183955,184994,186074,187888,189276,191678,193333,194973,196300,197975,199587,200826,202231,203993,205835,207199,208589,209086,210158,210982,212607,213653,214070,214781,215603,216750,217457,219070,220747,221959,222706,223371,224422,225171,225826,227056,229355,232899,236593,239939,243151,246018,250342,254263,259385,264544,272054,279935,287246,293865,301467,310431,319467,326281,331328,337851,347518,356531,362020,361818,360745,359587,359355,359342,357679
70828,59,30043,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,160610,161073,161522,162509,163548,164494,165286,166114,166957,167888,168647,169436,170148,170815,171499,172107,172671,173230,173878,174686,175574,176363,177041,177686,178293,178991,179558,180117,180653,181084,181487,181801,182164,182550,182791,183097,183354,183651,183913,184193,184334,184526,184766,185198,185603,186038,186453,186865,187200,187534,187954,188419,188906,189135,189439,189752,190223,190529,190739,191044,191494,192068,192412,192804,193373,194189,195065,195845,196669,197431,198287,199000,199586,200139,200810,201694,202581,203595,204581,205508,206086,206519,206869,207316,207618,207792,208103,208542,209144,209550,209852,209964,209809,209687,209040,208218,206549,205416,203918,203394,202400,201870,200383,198627,196909,195095,192725,188378,184365,180031,177734,175438,174078,172870,172477,172706,171873,170120,168678,167965,167371,166158,165123,164840,164331,164267,162532,160704,157194,154053,151198,148849,146611,144584,142579,140919,138534,136223,134435,134102,134743,135809,135895,134607,133347,132139,133297,134441,135845,137456,139342,140477,140050,141481,144361,148121,150081,152467,154797,157000,159820,162277,164727,167114,170086,173314,175657,178134,179795,181291,182472,183656,184702,185141,186029,186394,186582,186674,187214,187787,189005,190341,191217,191972,192621,193979,194698,195486,196309,196887,197264,197983,199350,200764,202466,204052,205944,206581,206884,207163,208091,209357,209864,210907,211697,213630,215030,216530,218377,220635,222422,222870,223596,224127,225442,226332,228819,230789,232734,234412,236162,237960,238933,240192,241502,242982,244067,245407,245910,246985,248015,249700,250518,250672,251104,251741,252453,252605,253539,254558,255546,256515,257536,258807,259615,260513,261926,264569,268150,272052,275578,279173,282639,287780,292696,298793,305263,314779,324929,334229,342045,350536,360684,371132,379332,385221,392354,402597,412186,418005,417617,415941,414402,414333,414710,412959
70831,1427,30046,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,131581,132101,132558,133639,134750,135853,136681,137512,138241,139102,139872,141085,142117,143211,143908,144705,145300,145865,146489,147233,148087,148804,149378,149854,150306,150834,151355,152002,152544,152958,153151,153527,154003,154542,154767,155086,155470,155931,156325,156544,156672,156705,156852,157000,157177,157428,157789,158194,158352,158564,158782,159149,159495,159756,160084,160628,161230,161689,161863,162033,162342,162747,163082,163550,164201,164905,165482,165860,166409,166874,167370,167600,167747,167908,168073,168465,168914,169588,170195,170794,170992,171108,171139,171306,171413,171566,172038,172515,172868,172959,173136,173270,173220,173216,172789,172223,,169730,168449,167985,166774,165754,164184,162335,160642,158539,155442,150721,146821,143875,142596,140719,138658,136686,135877,136027,135236,133883,132606,131947,130942,129378,128152,127290,126835,126864,125594,123895,120544,117642,114853,112296,109869,108116,106257,104477,101465,98776,96394,95513,95252,94532,93304,91509,90829,89894,90488,90996,91720,92452,93233,93684,93536,94483,95919,97871,99042,100759,102810,105085,108140,110942,113873,116561,119750,122943,125778,127561,128623,129628,130829,132138,133285,134360,135521,136306,137130,138223,139727,141060,142866,144303,145267,145873,146731,148014,148876,149595,150199,150772,151145,152039,153183,154394,155611,156841,158531,159308,159780,160084,160877,161952,162872,164341,165614,167423,168594,169700,170736,172050,173156,173546,174332,175220,176933,178528,181245,183135,184731,186052,187563,188967,189991,191402,193042,194571,195879,197634,198772,200166,201361,202856,203794,204082,205061,206114,207098,207264,207797,208809,209734,210815,211736,212842,213542,213994,215101,217403,220660,224031,227524,231552,235285,240038,244265,249592,254924,262337,270327,277757,284055,291072,300030,309812,317285,322407,328511,337494,346064,351448,351687,350850,349594,349270,349000,347531
70830,2350,30045,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,161552,161898,162402,163277,164114,164839,165465,166357,167263,168172,168671,169207,169788,170533,171265,172072,172841,173371,173792,174348,174965,175571,175990,176636,177084,177613,177954,178601,179277,179891,180340,180787,181378,181960,182301,182671,183060,183579,184128,184631,185087,185420,185940,186513,186993,187413,187690,188134,188401,188738,188997,189442,189934,190320,190629,191018,191677,192254,192675,192881,193032,193333,193607,194097,194729,195468,196303,197241,198213,199202,200028,200902,201481,202052,202485,203241,203970,204815,205529,206333,206979,207595,207916,208198,208296,208521,208988,209447,209935,210343,210860,211283,211215,211002,210083,209136,207304,206135,204472,203763,202563,201796,199999,197550,194977,192090,188320,182677,178144,174244,172314,169899,167910,166178,165108,164477,162882,160507,159012,158308,157942,156736,155771,155987,156158,156446,154783,152973,149840,147392,145064,143238,140607,138557,136267,134702,132175,129615,127486,126677,126875,127568,127713,126749,125893,124646,125470,125633,126201,126759,127908,128340,127495,128695,131064,133975,135155,136709,138968,141222,143944,146707,149701,153276,156709,159598,161254,163101,164749,166388,167793,169197,170653,171572,172982,173586,174335,174813,175796,176564,177736,178870,179243,179732,180559,182084,183066,183831,184736,185210,185498,186130,187347,188705,190144,191522,193210,193776,194053,194244,195081,196204,196949,198165,199395,201372,202846,204393,206062,208021,209402,209778,210613,211213,212496,213398,216041,218213,220396,221965,223603,225152,226344,227934,229832,231686,232833,234303,234944,236327,237409,239236,240247,240493,240956,241768,242775,243224,244525,246027,247305,248202,248946,250238,251080,251857,252934,255288,258937,262879,266284,269632,272829,277763,282704,288683,294927,303739,313023,321359,328544,337174,348488,359980,369011,374942,382084,392119,401721,407688,407700,406201,404826,404779,405204,403191
70832,212,30047,zip,GA,GA,Lilburn,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,154545,155011,155480,156413,157366,158275,159114,159979,160900,161855,162630,163567,164421,165280,165928,166656,167469,168164,168845,169707,170618,171516,172124,172832,173504,174353,175068,175660,176073,176429,176824,177385,177989,178687,179035,179573,179976,180433,180775,181131,181424,181614,181841,182145,182502,182762,182920,183096,183285,183571,183793,184073,184363,184559,184634,184811,185116,185521,185749,185987,186270,186770,187195,187719,188375,189010,189614,190075,190718,191446,192221,192884,193319,193702,194183,194885,195607,196538,197451,198411,198966,199446,199636,199926,199955,200210,200574,201073,201396,201554,201714,201965,201924,201792,201173,200534,199131,198246,196959,196456,195115,194041,192349,190659,189033,187178,184429,180033,176572,173522,172465,171040,170454,169828,170075,170934,171395,170892,170609,170238,169639,168041,166652,166146,165794,165932,164160,161984,158232,155120,152362,150380,148054,146074,143501,141392,138431,136028,134012,133022,132696,133849,134525,133804,132379,130471,130781,131118,132206,133291,134635,135303,134574,135775,138121,141398,142814,144999,147842,150227,152646,154600,156903,159544,162430,165435,167412,169754,170733,171683,172001,172955,173997,174231,174842,174637,174613,174529,174949,175391,176638,177787,178547,179019,179613,180950,181804,182743,183641,184220,184619,185196,186408,187722,189347,190901,192794,193479,194053,194773,196206,197766,198322,199327,200132,202291,203678,205109,206483,208368,209837,210261,211022,211352,212462,213205,215551,217229,219005,220767,222804,224571,225815,227252,229225,230898,231707,232707,233259,234972,236296,238165,239161,239383,239686,240414,241696,242245,243469,244592,246064,247043,247911,248987,249785,250651,251791,254132,257658,261519,265216,268801,272554,277791,282624,288044,293511,301558,310412,318503,325423,332817,342028,351636,359251,364324,370422,379597,388185,393361,392062,389907,387947,387704,387885,385942
70899,3789,30122,zip,GA,GA,Lithia Springs,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,108705,109210,109638,110466,111233,111924,112690,113489,114529,115764,117022,118197,119334,120115,120796,121014,121500,122021,122586,123435,124012,124754,124970,125308,125512,125974,126741,127881,128706,129216,129455,129885,130480,131109,131876,132418,132930,133317,133778,134328,134851,135125,135412,135675,136100,136164,136184,136202,136178,135964,136021,136518,137238,137940,138537,139149,139679,140259,140621,140757,140728,141050,141363,141579,141554,141531,141502,141589,141272,141261,141150,141754,141927,142350,142607,143057,143280,143523,143856,144202,144671,144933,145410,145490,145850,145702,145788,145901,145947,145810,145138,144483,143868,143336,142833,141644,139933,138307,137234,136351,135120,133875,133044,132197,131245,129421,127149,125026,123997,122916,121013,,113175,109637,107404,105851,103725,100563,97119,94654,94100,94120,95983,97363,98688,98335,97805,96114,94531,92166,91101,89146,87104,84140,80362,77427,74328,71913,69330,67674,67799,68959,69699,69197,68702,69302,70678,73058,75613,77752,78921,80135,80950,81232,81140,81772,83135,85347,87765,87956,88272,88938,91493,93268,94673,95588,97018,98381,99637,99337,98488,98741,100149,101498,102955,103020,103717,104259,105992,108136,109936,111617,112977,114086,114851,115409,115667,116379,116948,117826,118803,119481,119819,120049,120735,122078,123523,125150,126693,128074,128411,128848,129473,131061,132058,133368,133978,134877,135206,136582,138372,140608,142789,144251,145341,146044,147067,148243,149190,150369,151084,152123,152779,153738,154548,155367,156511,158043,159086,159419,158889,159033,159028,160084,161424,163834,165369,166924,167152,167640,168347,169859,172089,173638,175205,176254,177901,180304,183702,187807,192300,196704,199977,202186,204538,208694,213936,218876,223552,227862,232358,238023,245143,252858,261354,267113,271683,276331,281143,286749,289154,292678,292831,293649,292069,292020
70839,355,30058,zip,GA,GA,Lithonia,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,127760,128346,128902,130138,131328,132407,133443,134520,135716,136834,137936,139065,140139,141143,142037,142997,143986,144859,145776,146650,147455,148159,148830,149664,150187,150721,151058,151398,151741,152191,152441,152444,152443,152591,152618,152532,152750,153061,153094,152907,152804,153001,153135,153511,153750,154152,154303,154615,154717,154831,154850,154847,155052,155347,155669,155715,155945,156253,156549,156604,156976,157317,157640,157872,158393,159240,159965,160778,161548,162111,162619,163013,163473,163796,163908,164253,164278,164385,164591,164936,165025,164594,164007,164214,164496,164846,164676,164721,164918,164613,164082,163247,162069,160793,158990,157703,155638,153537,150574,148231,145821,143841,141814,139780,137674,135408,131521,127444,122062,118179,114520,111255,108048,104389,100746,97842,95225,94100,93463,93173,92754,91572,90041,89504,89563,90074,89547,88270,87046,85494,84046,82424,80941,80409,79909,78544,75859,72881,70758,69319,68552,68117,67961,67609,66747,66182,66466,67779,68829,70446,71964,72968,72666,71866,71839,72117,73253,73814,75046,76137,78245,79992,81491,82887,83989,85528,86795,88362,88802,89758,91338,93281,95056,96139,97301,98683,100212,101530,102098,102076,102384,102639,102744,102524,102691,103401,104661,105627,106736,107464,108223,109119,110658,111904,112714,113305,114049,115076,115337,115502,115865,117095,118779,119691,119877,120296,120850,121341,121360,121711,122841,124073,125915,127453,128883,130666,132942,134814,136804,138011,139576,140196,141302,142379,143662,145273,146652,148292,149677,151410,152385,153163,153313,153605,153681,154237,154959,156089,157492,158884,160709,162557,164053,165072,165209,165956,167482,170191,173508,176747,180251,183371,186346,188574,190186,192299,195924,200601,205509,209425,213861,218459,223570,229246,235216,241546,247155,252145,257324,262710,266294,268699,268940,269416,269838,271334
70823,1878,30038,zip,GA,GA,Lithonia,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,149069,149905,150483,151905,153323,154698,155873,156799,157733,158964,160363,162001,163297,164276,165242,166218,167338,168307,169453,170556,171443,172329,173228,174449,175240,176338,176964,177657,178484,179503,180225,180027,179929,179833,180018,179737,179810,179835,180106,179940,179758,179117,179009,179190,179636,179803,179810,180088,180330,180629,180618,180031,179518,179493,180219,180898,181600,182262,182995,183626,184370,184769,185154,185706,186463,187721,188578,189688,189903,189965,189836,189658,189508,189376,189422,189979,190135,190360,190435,190541,190201,189258,188465,188921,189715,190209,189982,190040,190312,190183,189862,188981,187543,185820,183563,182099,179689,177730,174724,172373,170204,168695,167082,164956,162850,160245,156226,151172,144871,139985,135719,131833,127399,122734,118058,114949,112385,112307,112077,112047,111915,111662,110558,109663,109622,110080,109236,107235,105131,103316,101642,99853,97960,96307,95054,93071,89876,86439,84139,82996,82373,82009,81690,81137,79553,78826,78708,79585,79708,80111,79787,80086,80116,80564,80869,81045,82394,83522,85628,87505,90077,92146,94233,96131,98021,99419,100855,102170,102696,103379,104654,106549,108463,109893,111296,111798,112035,112245,112616,112873,113181,113253,112830,112788,113277,114603,116046,117357,118010,118081,118346,118961,120528,121576,122614,123424,124158,125305,125790,126186,125712,125727,126720,127877,128587,129331,130428,131330,131876,132693,134017,134704,135733,136458,137855,139818,142577,144957,147113,148371,149726,150236,151599,152919,154381,155542,156449,157473,158190,159277,160017,160866,161482,162227,162759,163056,163429,164085,165370,166640,168246,169787,171200,172387,172942,173718,175538,178105,181784,185070,188662,191797,194467,196775,198480,201104,205308,210267,215013,218733,222529,226850,231638,237987,244510,251287,257350,263040,268692,274156,277856,281066,282232,283288,284017,285111
70980,4404,30248,zip,GA,GA,Locust Grove,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,151486,152105,152542,153221,153130,152924,153128,154123,155375,156583,157496,158269,159041,159794,160465,161011,161597,162224,162583,162738,162744,162754,162679,162779,162849,163468,164136,165059,165370,165737,166151,166917,167411,167869,168263,168823,169395,169883,170240,170388,170474,170523,170332,170365,170499,170905,171373,171921,172445,172790,172968,173293,173559,174023,174441,175159,175882,176692,177490,177990,178604,179113,179997,180612,181172,181571,182225,182974,183476,183815,184076,184716,185466,186317,186974,187369,187680,188128,188669,189183,189838,190481,191036,191225,191377,191543,191834,192219,192545,192677,192575,192350,191930,191206,190271,189658,188320,187250,,182621,180640,179878,178581,176831,175416,173917,170818,166387,162770,159498,157539,154247,151539,147313,144033,141588,139781,137791,135694,134228,133760,133534,133774,134381,135935,137276,137176,134879,132176,130385,130389,129419,128578,126874,125667,123265,120245,117614,115687,114474,114557,115304,116079,114429,112440,111145,111988,112548,113497,113648,114685,115733,116619,116941,116725,117435,118704,120561,122410,124889,126514,128443,129300,131438,133416,136290,138809,141687,143775,145106,146190,147148,148710,149897,151881,153382,154513,154544,154554,154654,153976,153813,153637,155097,156458,157694,158192,158610,159110,159555,159909,160205,160888,160949,160885,160682,160345,160613,161293,162618,163325,163967,164108,164867,165123,165714,165942,166522,167211,168031,168766,170001,171910,173464,174852,175977,177222,178917,179713,180263,179911,180512,181924,183296,184437,185758,186968,187573,187347,188201,190135,192578,193907,194910,195412,196495,197112,198024,199291,201491,204235,206176,206686,207018,207680,209384,210674,212130,214040,216512,219479,221926,225311,228768,233143,237229,242430,248302,255457,262550,269656,278054,285920,293707,300229,306620,313172,318927,326711,332644,337380,339025,339857,338959,336356,334861
70835,204,30052,zip,GA,GA,Loganville,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,161726,162153,162667,163629,164542,165388,166199,167181,168186,169223,170223,171345,172538,173442,174233,174856,175624,176019,176455,176993,177679,178381,178833,179384,179738,180270,180710,181238,181753,182101,182590,182987,183851,184483,184794,184843,184984,185428,185976,186410,186582,186769,186999,187415,187713,188200,188789,189511,189996,190580,191014,191661,192109,192485,192785,193275,193780,194245,194447,194693,195035,195549,196145,196651,197284,197969,198743,199757,200776,201827,202615,203284,203902,204563,205328,206247,207128,208144,209051,209892,210596,211167,211628,211991,212410,213000,213851,214691,215388,215934,216189,216278,215876,215417,214903,214190,212969,211652,209948,208927,207352,205991,204057,201955,199670,196916,193109,187613,181820,176893,173502,171116,168246,165876,164635,165244,165769,165483,164789,163986,162254,160031,158893,159967,160185,159643,156167,153071,149210,146191,143196,140616,138947,138404,137225,134956,131125,128080,125334,124743,124765,124312,122729,120789,120058,118804,119135,119668,121017,122123,124163,126404,127381,128134,129179,130968,132541,135363,137767,139906,141585,143485,145521,147846,150614,153497,155909,158061,159908,161521,163151,164433,165405,166550,168566,169950,171118,172064,173328,174701,175759,176702,177075,177639,178889,180209,181099,181522,182174,182824,183859,185068,186327,187328,188108,188971,190195,190926,191373,191390,191868,192746,193652,194652,195466,196749,197837,199047,200471,202208,203520,203790,204531,205364,207255,208713,211167,213300,215356,216604,217796,218916,220390,221598,223059,224536,226301,228228,229301,230397,231170,232737,233942,234874,235478,235776,236077,236572,237973,239592,240994,242055,243042,244303,245458,246217,246913,248354,250720,253850,256621,259860,262987,267785,272536,278176,283886,292272,300981,309638,316914,325948,337152,348780,358019,364141,370696,379154,387490,393076,393538,392703,391049,390373,390087,388544
70970,1353,30228,zip,GA,GA,Lovejoy,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,133510,133783,134127,134754,135235,135496,135914,136425,137083,137700,138413,139417,140156,140818,141407,142104,142710,143312,143726,144401,145010,145637,146123,146310,146699,146970,147520,147961,148406,148538,148875,149357,150022,150605,151065,151483,151969,152334,152843,153209,153656,153940,154074,154436,154691,154928,155096,155386,155872,156170,156358,156465,156586,156875,157126,157434,157569,157640,157685,157747,158181,158589,159071,159331,159554,159824,160123,160639,161084,161600,161950,162296,162769,163316,163971,164367,164782,164943,164818,164450,164157,164122,164539,164823,165181,165378,165785,166097,166148,166145,166223,166048,165508,164732,163736,162562,160157,157348,153862,150907,148528,146237,144042,142302,140655,138864,134966,131269,127644,124833,121587,118192,115530,112868,110457,107886,106903,106403,106358,105977,105327,104915,104973,105223,106833,108430,109903,109006,107703,106148,105115,103042,101216,99610,98173,96675,94127,91795,89612,88514,88614,89096,89259,88139,87372,86853,87724,88182,89238,89381,90701,91753,92348,92160,92416,93583,94630,95643,97141,98548,99875,101374,102770,104528,105984,108888,111350,113931,114989,116040,116669,118168,119733,121097,122731,125239,127586,128840,128995,129475,129953,130898,131473,132049,133113,134505,136208,137213,137894,138105,138238,138796,139495,139878,139975,140535,140889,141716,142062,142431,142304,142674,143423,144518,145442,146381,147677,149353,150637,151469,151915,152809,153696,154646,156144,157786,159587,161846,163121,164466,164938,166386,167787,169479,171149,172940,174276,176216,178097,179971,181876,183481,184591,185069,184995,185623,186146,186730,187259,188648,190820,193153,194133,195098,195458,196542,197428,198535,200272,202500,205023,207057,209500,212264,215630,220016,225767,231678,237483,243974,251584,259685,267122,274959,283243,290084,297307,303339,311336,318448,323503,325164,323220,321516,320719,321884
